AgentId;TimeStep;OfferedPowerInMW;OfferedChargePrice;OfferedDischargePrice;AwardedChargePower;AwardedDischargePower;AwardedPower;StoredMWh;Revenues;Costs;Profit
7;622396799;0.0;0.0;0.0;;;;;;;
7;622396801;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622400399;0.0;0.0;0.0;;;;;;;
7;622400401;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622403999;0.0;0.0;0.0;;;;;;;
7;622404001;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622407599;0.0;0.0;0.0;;;;;;;
7;622407601;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622411199;0.0;0.0;0.0;;;;;;;
7;622411201;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622414799;0.0;0.0;0.0;;;;;;;
7;622414801;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622418399;0.0;0.0;0.0;;;;;;;
7;622418401;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622421999;0.0;0.0;0.0;;;;;;;
7;622422001;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622425599;0.0;0.0;0.0;;;;;;;
7;622425601;;;;0.0;-0.0;0.0;2312.0;0.0;0.0;0.0
7;622429199;-226.66666666666666;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622429201;;;;226.66666666666666;-0.0;226.66666666666666;2516.0;0.0;4961.846666666665;-4961.846666666665
7;622432799;-151.11111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622432801;;;;151.11111111111111;-0.0;151.11111111111111;2652.0;0.0;3761.2311111111107;-3761.2311111111107
7;622436399;0.0;0.0;0.0;;;;;;;
7;622436401;;;;0.0;-0.0;0.0;2652.0;0.0;0.0;0.0
7;622439999;-151.11111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622440001;;;;151.11111111111111;-0.0;151.11111111111111;2788.0;0.0;3761.2311111111107;-3761.2311111111107
7;622443599;0.0;0.0;0.0;;;;;;;
7;622443601;;;;0.0;-0.0;0.0;2788.0;0.0;0.0;0.0
7;622447199;428.40000000000003;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;622447201;;;;0.0;-428.40000000000003;-428.40000000000003;2312.0;20068.60670769231;0.0;20068.60670769231
7;622450799;1346.4;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;622450801;;;;0.0;-1346.4;-1346.4;816.0;63072.76393846154;0.0;63072.76393846154
7;622454399;734.4;-1.7976931348623157e+308;-1.7976931348623157e+308;;;;;;;
7;622454401;;;;0.0;-734.4;-734.4;0.0;34403.32578461539;0.0;34403.32578461539
7;622457999;0.0;0.0;0.0;;;;;;;
7;622458001;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622461599;0.0;0.0;0.0;;;;;;;
7;622461601;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622465199;0.0;0.0;0.0;;;;;;;
7;622465201;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622468799;0.0;0.0;0.0;;;;;;;
7;622468801;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622472399;0.0;0.0;0.0;;;;;;;
7;622472401;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622475999;0.0;0.0;0.0;;;;;;;
7;622476001;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622479599;0.0;0.0;0.0;;;;;;;
7;622479601;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622483199;0.0;0.0;0.0;;;;;;;
7;622483201;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622486799;0.0;0.0;0.0;;;;;;;
7;622486801;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622490399;0.0;0.0;0.0;;;;;;;
7;622490401;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622493999;0.0;0.0;0.0;;;;;;;
7;622494001;;;;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
7;622497599;-226.66666666666666;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622497601;;;;226.66666666666666;-0.0;226.66666666666666;204.0;0.0;5641.846666666665;-5641.846666666665
7;622501199;0.0;0.0;0.0;;;;;;;
7;622501201;;;;0.0;-0.0;0.0;204.0;0.0;0.0;0.0
7;622504799;0.0;0.0;0.0;;;;;;;
