AgentId;TimeStep;OfferedEnergyInMWH;AwardedEnergyInMWH;EnergyImbalaceInMWH;ReceivedSupportInEUR;RefundedSupportInEUR;ReceivedMarketRevenues
13;599540401;;2294.9999993399997;0.0;;;
13;599543999;2375.00000138;;;;;
13;599544001;;2375.00000138;0.0;;;
13;599547599;2273.0000006;;;;;
13;599547601;;2273.0000006;0.0;;;
13;599551199;2173.000001085;;;;;
13;599551201;;2173.000001085;0.0;;;
13;599554799;2249.000000993;;;;;
13;599554801;;2249.000000993;0.0;;;
13;599558399;2494.000000975;;;;;
13;599558401;;2494.000000975;0.0;;;
13;599561999;2579.000000567;;;;;
13;599562001;;2579.000000567;0.0;;;
13;599565599;2663.999999241;;;;;
13;599565601;;2663.999999241;0.0;;;
13;599569199;2744.9999993379997;;;;;
13;599569201;;2744.9999993379997;0.0;;;
13;599572799;2853.0000003520004;;;;;
13;599572801;;2853.0000003520004;0.0;;;
13;599576399;2886.999999027;;;;;
13;599576401;;2886.999999027;0.0;;;
13;599579999;2920.0000014929997;;;;;
13;599580001;;2920.0000014929997;0.0;;;
13;599583599;2887.0000007390004;;;;;
13;599583601;;2887.0000007390004;0.0;;;
13;599587199;2901.999999738;;;;;
13;599587201;;2901.999999738;0.0;;;
13;599590799;2857.000000371;;;;;
13;599590801;;2857.000000371;0.0;;;
13;599594399;2803.999998716;;;;;
13;599594401;;2803.999998716;0.0;;;
13;599597999;2644.9999991600002;;;;;
13;599598001;;2644.9999991600002;0.0;;;
13;599601599;2366.00000024;;;;;
13;599601601;;2366.00000024;0.0;;;
13;599605199;1564.999998935;;;;;
13;599605201;;1564.999998935;0.0;;;
13;599608799;1324.999998885;;;;;
13;599608801;;1324.999998885;0.0;;;
13;599612399;1609.9999985650002;;;;;
13;599612401;;1609.9999985650002;0.0;;;
13;599615999;1831.0000002550003;;;;;
13;599616001;;1831.0000002550003;0.0;;;
13;599619599;1920.0000004;;;;;
13;599619601;;1920.0000004;0.0;;;
13;599623199;1937.999999645;;;;;
13;599623201;;1937.999999645;0.0;;;
13;599626799;1871.0000012750002;;;;;
13;599626801;;1871.0000012750002;0.0;;;
13;599630399;1976.999998515;;;;;
13;599630401;;1976.999998515;0.0;;;
13;599633999;1923.00000078;;;;;
13;599634001;;1923.00000078;0.0;;;
13;599637599;2314.9999998499998;;;;;
13;599637601;;2314.9999998499998;0.0;;;
13;599641199;2404.0000013169997;;;;;
13;599641201;;2404.0000013169997;0.0;;;
13;599644799;2433.9999989129997;;;;;
13;599644801;;2433.9999989129997;0.0;;;
13;599648399;2415.000000823;;;;;
13;599648401;;2415.000000823;0.0;;;
13;599651999;2526.9999994850004;;;;;
13;599652001;;2526.9999994850004;0.0;;;
13;599655599;2717.000000507;;;;;
13;599655601;;2717.000000507;0.0;;;
13;599659199;2796.999999647;;;;;
13;599659201;;2796.999999647;0.0;;;
13;599662799;2710.9999992209996;;;;;
13;599662801;;2710.9999992209996;0.0;;;
13;599666399;2613.999999687;;;;;
13;599666401;;2613.999999687;0.0;;;
13;599669999;2517.999999133;;;;;
13;599670001;;2517.999999133;0.0;;;
13;599673599;2584.000001685;;;;;
13;599673601;;2584.000001685;0.0;;;
13;599677199;2514.9999995410003;;;;;
13;599677201;;2514.9999995410003;0.0;;;
13;599680799;2445.999999906;;;;;
13;599680801;;2445.999999906;0.0;;;
13;599684399;2284.999999085;;;;;
13;599684401;;2284.999999085;0.0;;;
13;599687999;2184.000000455;;;;;
13;599688001;;2184.000000455;0.0;;;
13;599691599;2346.999998845;;;;;
13;599691601;;2346.999998845;0.0;;;
13;599695199;2400.999999615;;;;;
13;599695201;;2400.999999615;0.0;;;
13;599698799;2297.000000605;;;;;
13;599698801;;2297.000000605;0.0;;;
13;599702399;1971.999999905;;;;;
13;599702401;;1971.999999905;0.0;;;
13;599705999;1176.99999936;;;;;
13;599706001;;1176.99999936;0.0;;;
13;599709599;891.000000565;;;;;
13;599709601;;891.000000565;0.0;;;
13;599713199;834.99999853;;;;;
13;599713201;;834.99999853;0.0;;;
13;599716799;641.999999375;;;;;
13;599716801;;641.999999375;0.0;;;
13;599720399;494.999998965;;;;;
13;599720401;;494.999998965;0.0;;;
13;599723999;417.000001225;;;;;
13;599724001;;417.000001225;0.0;;;
13;599727599;314.999999919;;;;;
13;599727601;;314.999999919;0.0;;;
13;599731199;245.00000038;;;;;
13;599731201;;245.00000038;0.0;;;
13;599734799;155.00000098599998;;;;;
13;599734801;;155.00000098599998;0.0;;;
13;599738399;131.00000151400002;;;;;
13;599738401;;131.00000151400002;1.4210854715202004e-14;;;
13;599741999;138.999998657;;;;;
13;599742001;;138.999998657;0.0;;;
13;599745599;125.999998683;;;;;
13;599745601;;125.999998683;0.0;;;
13;599749199;105.99999962300001;;;;;
13;599749201;;105.99999962300001;7.105427357601002e-15;;;
13;599752799;89.000000153;;;;;
13;599752801;;89.000000153;0.0;;;
13;599756399;54.999998962;;;;;
13;599756401;;54.999998962;0.0;;;
13;599759999;39.999999306999996;;;;;
13;599760001;;39.999999306999996;0.0;;;
13;599763599;45.000000291;;;;;
13;599763601;;45.000000291;0.0;;;
13;599767199;49.999998901;;;;;
13;599767201;;49.999998901;0.0;;;
13;599770799;65.999999255;;;;;
13;599770801;;65.999999255;0.0;;;
13;599774399;123.00000040500001;;;;;
13;599774401;;123.00000040500001;0.0;;;
13;599777999;153.00000117000002;;;;;
13;599778001;;153.00000117000002;0.0;;;
13;599781599;175.999999025;;;;;
13;599781601;;175.999999025;0.0;;;
13;599785199;226.0000003;;;;;
13;599785201;;226.0000003;0.0;;;
13;599788799;240.00000005;;;;;
13;599788801;;240.00000005;0.0;;;
13;599792399;233.99999929;;;;;
13;599792401;;233.99999929;0.0;;;
13;599795999;230.99999891;;;;;
13;599796001;;230.99999891;0.0;;;
13;599799599;251.999998535;;;;;
13;599799601;;251.999998535;0.0;;;
13;599803199;266.00000132;;;;;
13;599803201;;266.00000132;0.0;;;
13;599806799;309.9999988;;;;;
13;599806801;;309.9999988;0.0;;;
13;599810399;415.99999907500006;;;;;
13;599810401;;415.99999907500006;0.0;;;
13;599813999;380.000001246;;;;;
13;599814001;;380.000001246;0.0;;;
13;599817599;547.0000016399999;;;;;
13;599817601;;547.0000016399999;0.0;;;
13;599821199;703.999998873;;;;;
13;599821201;;703.999998873;0.0;;;
13;599824799;572.999999877;;;;;
13;599824801;;572.999999877;0.0;;;
13;599828399;622.999999703;;;;;
13;599828401;;622.999999703;0.0;;;
13;599831999;819.000000958;;;;;
13;599832001;;819.000000958;0.0;;;
13;599835599;1022.000000766;;;;;
13;599835601;;1022.000000766;0.0;;;
13;599839199;1341.9999995510002;;;;;
13;599839201;;1341.9999995510002;0.0;;;
13;599842799;1428.000000899;;;;;
13;599842801;;1428.000000899;0.0;;;
13;599846399;1135.999999097;;;;;
13;599846401;;1135.999999097;0.0;;;
13;599849999;1180.0000004009999;;;;;
13;599850001;;1180.0000004009999;0.0;;;
13;599853599;1506.9999993309998;;;;;
13;599853601;;1506.9999993309998;0.0;;;
13;599857199;1641.00000148;;;;;
13;599857201;;1641.00000148;0.0;;;
13;599860799;1880.999998495;;;;;
13;599860801;;1880.999998495;0.0;;;
13;599864399;2136.000000445;;;;;
13;599864401;;2136.000000445;0.0;;;
13;599867999;2418.9999988600002;;;;;
13;599868001;;2418.9999988600002;0.0;;;
13;599871599;2589.00000016;;;;;
13;599871601;;2589.00000016;0.0;;;
13;599875199;2640.999999665;;;;;
13;599875201;;2640.999999665;0.0;;;
13;599878799;2706.99999892;;;;;
13;599878801;;2706.99999892;0.0;;;
13;599882399;2613.99999928;;;;;
13;599882401;;2613.99999928;0.0;;;
13;599885999;2499.0000009;;;;;
13;599886001;;2499.0000009;0.0;;;
13;599889599;2208.999999575;;;;;
13;599889601;;2208.999999575;0.0;;;
13;599893199;1817.9999996200002;;;;;
13;599893201;;1817.9999996200002;0.0;;;
13;599896799;1482.999998665;;;;;
13;599896801;;1482.999998665;0.0;;;
13;599900399;1411.0000018199999;;;;;
13;599900401;;1411.0000018199999;0.0;;;
13;599903999;1104.000001155;;;;;
13;599904001;;1104.000001155;0.0;;;
13;599907599;1144.999999712;;;;;
13;599907601;;1144.999999712;0.0;;;
13;599911199;1162.999999619;;;;;
13;599911201;;1162.999999619;0.0;;;
13;599914799;1308.9999994650002;;;;;
13;599914801;;1308.9999994650002;0.0;;;
13;599918399;1081.000000146;;;;;
13;599918401;;1081.000000146;0.0;;;
13;599921999;1125.9999996410002;;;;;
13;599922001;;1125.9999996410002;0.0;;;
13;599925599;1133.0000003040002;;;;;
13;599925601;;1133.0000003040002;0.0;;;
13;599929199;1290.9999990239999;;;;;
13;599929201;;1290.9999990239999;0.0;;;
13;599932799;1252.9999990049998;;;;;
13;599932801;;1252.9999990049998;0.0;;;
13;599936399;1256.999999026;;;;;
13;599936401;;1256.999999026;0.0;;;
13;599939999;1087.999999876;;;;;
13;599940001;;1087.999999876;0.0;;;
13;599943599;956.0000007049999;;;;;
13;599943601;;956.0000007049999;0.0;;;
13;599947199;860.9999998000001;;;;;
13;599947201;;860.9999998000001;0.0;;;
13;599950799;815.0000010549999;;;;;
13;599950801;;815.0000010549999;0.0;;;
13;599954399;668.000000645;;;;;
13;599954401;;668.000000645;0.0;;;
13;599957999;572.99999974;;;;;
13;599958001;;572.99999974;0.0;;;
13;599961599;467.99999858;;;;;
13;599961601;;467.99999858;0.0;;;
13;599965199;414.00000084500005;;;;;
13;599965201;;414.00000084500005;0.0;;;
13;599968799;309.9999988;;;;;
13;599968801;;309.9999988;0.0;;;
13;599972399;249.00000118999998;;;;;
13;599972401;;249.00000118999998;0.0;;;
13;599975999;295.99999905;;;;;
13;599976001;;295.99999905;0.0;;;
13;599979599;446.999998955;;;;;
13;599979601;;446.999998955;0.0;;;
13;599983199;743.00000104;;;;;
13;599983201;;743.00000104;0.0;;;
13;599986799;1036.999999223;;;;;
13;599986801;;1036.999999223;0.0;;;
13;599990399;1272.999999644;;;;;
13;599990401;;1272.999999644;0.0;;;
13;599993999;1381.000000793;;;;;
13;599994001;;1381.000000793;0.0;;;
13;599997599;1507.999999507;;;;;
13;599997601;;1507.999999507;0.0;;;
13;600001199;1571.999998159;;;;;
13;600001201;;1571.999998159;0.0;;;
13;600004799;1771.0000012439998;;;;;
13;600004801;;1771.0000012439998;0.0;;;
13;600008399;1893.000000025;;;;;
13;600008401;;1893.000000025;0.0;;;
13;600011999;2019.999999;;;;;
13;600012001;;2019.999999;0.0;;;
13;600015599;1880.999999555;;;;;
13;600015601;;1880.999999555;0.0;;;
13;600019199;1605.9999992050002;;;;;
13;600019201;;1605.9999992050002;0.0;;;
13;600022799;1461.999999701;;;;;
13;600022801;;1461.999999701;0.0;;;
13;600026399;1434.999999316;;;;;
13;600026401;;1434.999999316;0.0;;;
13;600029999;1615.9999993249999;;;;;
13;600030001;;1615.9999993249999;0.0;;;
13;600033599;1591.9999993200001;;;;;
13;600033601;;1591.9999993200001;0.0;;;
13;600037199;1700.999999975;;;;;
13;600037201;;1700.999999975;0.0;;;
13;600040799;2157.999999185;;;;;
13;600040801;;2157.999999185;0.0;;;
13;600044399;2459.9999989949997;;;;;
13;600044401;;2459.9999989949997;0.0;;;
13;600047999;2462.9999993750002;;;;;
13;600048001;;2462.9999993750002;0.0;;;
13;600051599;2338.9999998549997;;;;;
13;600051601;;2338.9999998549997;0.0;;;
13;600055199;2400.999999615;;;;;
13;600055201;;2400.999999615;0.0;;;
13;600058799;2473.999998745;;;;;
13;600058801;;2473.999998745;0.0;;;
13;600062399;2448.9999996250003;;;;;
13;600062401;;2448.9999996250003;0.0;;;
13;600065999;2390.0000002449997;;;;;
13;600066001;;2390.0000002449997;0.0;;;
13;600069599;2253.999999205;;;;;
13;600069601;;2253.999999205;0.0;;;
13;600073199;2277.000001154;;;;;
13;600073201;;2277.000001154;0.0;;;
13;600076799;2239.0000007390004;;;;;
13;600076801;;2239.0000007390004;0.0;;;
13;600080399;2209.000001034;;;;;
13;600080401;;2209.000001034;0.0;;;
13;600083999;2334.0000015250002;;;;;
13;600084001;;2334.0000015250002;0.0;;;
13;600087599;2433.000000478;;;;;
13;600087601;;2433.000000478;0.0;;;
13;600091199;2500.000000569;;;;;
13;600091201;;2500.000000569;0.0;;;
13;600094799;2403.9999987009996;;;;;
13;600094801;;2403.9999987009996;0.0;;;
13;600098399;2231.000000445;;;;;
13;600098401;;2231.000000445;0.0;;;
13;600101999;2151.0000003779996;;;;;
13;600102001;;2151.0000003779996;0.0;;;
13;600105599;1811.999998598;;;;;
13;600105601;;1811.999998598;0.0;;;
13;600109199;1450.9999991440002;;;;;
13;600109201;;1450.9999991440002;0.0;;;
13;600112799;1221.999999651;;;;;
13;600112801;;1221.999999651;0.0;;;
13;600116399;1262.999999125;;;;;
13;600116401;;1262.999999125;0.0;;;
13;600119999;1395.00000067;;;;;
13;600120001;;1395.00000067;0.0;;;
13;600123599;1162.99999961;;;;;
13;600123601;;1162.99999961;0.0;;;
13;600127199;1069.000000855;;;;;
13;600127201;;1069.000000855;0.0;;;
13;600130799;1220.00000076;;;;;
13;600130801;;1220.00000076;0.0;;;
13;600134399;1525.00000095;;;;;
13;600134401;;1525.00000095;0.0;;;
13;600137999;1663.00000022;;;;;
13;600138001;;1663.00000022;0.0;;;
13;600141599;1727.000001245;;;;;
13;600141601;;1727.000001245;0.0;;;
13;600145199;1928.999998505;;;;;
13;600145201;;1928.999998505;0.0;;;
13;600148799;2178.9999988100003;;;;;
13;600148801;;2178.9999988100003;0.0;;;
13;600152399;2452.000000005;;;;;
13;600152401;;2452.000000005;0.0;;;
13;600155999;2640.999999665;;;;;
13;600156001;;2640.999999665;0.0;;;
13;600159599;2701.999999784;;;;;
13;600159601;;2701.999999784;0.0;;;
13;600163199;2691.999999927;;;;;
13;600163201;;2691.999999927;0.0;;;
13;600166799;2581.999998836;;;;;
13;600166801;;2581.999998836;0.0;;;
13;600170399;2522.999999194;;;;;
13;600170401;;2522.999999194;0.0;;;
13;600173999;2586.0000008479997;;;;;
13;600174001;;2586.0000008479997;0.0;;;
13;600177599;2677.0000000130003;;;;;
13;600177601;;2677.0000000130003;0.0;;;
13;600181199;2760.999999963;;;;;
13;600181201;;2760.999999963;0.0;;;
13;600184799;2531.9999992820003;;;;;
13;600184801;;2531.9999992820003;0.0;;;
13;600188399;2186.99999886;;;;;
13;600188401;;2186.99999886;0.0;;;
13;600191999;2321.000001669;;;;;
13;600192001;;2321.000001669;0.0;;;
13;600195599;2301.000000761;;;;;
13;600195601;;2301.000000761;0.0;;;
13;600199199;2185.999999346;;;;;
13;600199201;;2185.999999346;0.0;;;
13;600202799;2328.000000485;;;;;
13;600202801;;2328.000000485;0.0;;;
13;600206399;2200.00000147;;;;;
13;600206401;;2200.00000147;0.0;;;
13;600209999;1821.0;;;;;
13;600210001;;1821.0;0.0;;;
13;600213599;1824.00000038;;;;;
13;600213601;;1824.00000038;0.0;;;
13;600217199;2046.000001185;;;;;
13;600217201;;2046.000001185;0.0;;;
13;600220799;2051.9999989099997;;;;;
13;600220801;;2051.9999989099997;0.0;;;
13;600224399;2065.99999866;;;;;
13;600224401;;2065.99999866;0.0;;;
13;600227999;1772.99999999;;;;;
13;600228001;;1772.99999999;0.0;;;
13;600231599;1992.99999953;;;;;
13;600231601;;1992.99999953;0.0;;;
13;600235199;2072.999998535;;;;;
13;600235201;;2072.999998535;0.0;;;
13;600238799;2104.00000145;;;;;
13;600238801;;2104.00000145;0.0;;;
13;600242399;2136.000000445;;;;;
13;600242401;;2136.000000445;0.0;;;
13;600245999;2014.999999329;;;;;
13;600246001;;2014.999999329;0.0;;;
13;600249599;1699.999999411;;;;;
13;600249601;;1699.999999411;0.0;;;
13;600253199;1361.999999662;;;;;
13;600253201;;1361.999999662;0.0;;;
13;600256799;2020.999999438;;;;;
13;600256801;;2020.999999438;0.0;;;
13;600260399;2320.9999986459998;;;;;
13;600260401;;2320.9999986459998;0.0;;;
13;600263999;2320.000000064;;;;;
13;600264001;;2320.000000064;0.0;;;
13;600267599;2038.999998159;;;;;
13;600267601;;2038.999998159;0.0;;;
13;600271199;1652.999999847;;;;;
13;600271201;;1652.999999847;0.0;;;
13;600274799;1407.000000479;;;;;
13;600274801;;1407.000000479;0.0;;;
13;600278399;1326.000000375;;;;;
13;600278401;;1326.000000375;0.0;;;
13;600281999;1352.000000855;;;;;
13;600282001;;1352.000000855;0.0;;;
13;600285599;1348.000000436;;;;;
13;600285601;;1348.000000436;0.0;;;
13;600289199;1488.0000003100001;;;;;
13;600289201;;1488.0000003100001;0.0;;;
13;600292799;1526.99999918;;;;;
13;600292801;;1526.99999918;0.0;;;
13;600296399;1696.0000013650001;;;;;
13;600296401;;1696.0000013650001;0.0;;;
13;600299999;1993.999998645;;;;;
13;600300001;;1993.999998645;0.0;;;
13;600303599;2139.99999994;;;;;
13;600303601;;2139.99999994;0.0;;;
13;600307199;2554.9999999;;;;;
13;600307201;;2554.9999999;0.0;;;
13;600310799;2853.000000215;;;;;
13;600310801;;2853.000000215;0.0;;;
13;600314399;2831.0000014750003;;;;;
13;600314401;;2831.0000014750003;0.0;;;
13;600317999;2829.999999325;;;;;
13;600318001;;2829.999999325;0.0;;;
13;600321599;2914.9999999750003;;;;;
13;600321601;;2914.9999999750003;0.0;;;
13;600325199;2867.9999990799997;;;;;
13;600325201;;2867.9999990799997;0.0;;;
13;600328799;2674.9999999250003;;;;;
13;600328801;;2674.9999999250003;0.0;;;
13;600332399;2819.0000007510002;;;;;
13;600332401;;2819.0000007510002;0.0;;;
13;600335999;2912.999999244;;;;;
13;600336001;;2912.999999244;0.0;;;
13;600339599;2848.000000293;;;;;
13;600339601;;2848.000000293;4.547473508864641e-13;;;
13;600343199;2948.0000011380002;;;;;
13;600343201;;2948.0000011380002;0.0;;;
13;600346799;2941.0000010090002;;;;;
13;600346801;;2941.0000010090002;0.0;;;
13;600350399;3052.000001743;;;;;
13;600350401;;3052.000001743;0.0;;;
13;600353999;3080.00000071;;;;;
13;600354001;;3080.00000071;0.0;;;
13;600357599;2872.000000307;;;;;
13;600357601;;2872.000000307;0.0;;;
13;600361199;2640.0000009570003;;;;;
13;600361201;;2640.0000009570003;0.0;;;
13;600364799;2519.000000224;;;;;
13;600364801;;2519.000000224;0.0;;;
13;600368399;2536.0000010139997;;;;;
13;600368401;;2536.0000010139997;0.0;;;
13;600371999;2531.999999671;;;;;
13;600372001;;2531.999999671;0.0;;;
13;600375599;2702.999999425;;;;;
13;600375601;;2702.999999425;0.0;;;
13;600379199;2722.00000082;;;;;
13;600379201;;2722.00000082;0.0;;;
13;600382799;2623.00000042;;;;;
13;600382801;;2623.00000042;0.0;;;
13;600386399;1821.0;;;;;
13;600386401;;1821.0;0.0;;;
13;600389999;1657.9999985749998;;;;;
13;600390001;;1657.9999985749998;0.0;;;
13;600393599;1944.000000405;;;;;
13;600393601;;1944.000000405;0.0;;;
13;600397199;2064.00000043;;;;;
13;600397201;;2064.00000043;0.0;;;
13;600400799;2067.00000081;;;;;
13;600400801;;2067.00000081;0.0;;;
13;600404399;2111.000001325;;;;;
13;600404401;;2111.000001325;0.0;;;
13;600407999;2023.000000295;;;;;
13;600408001;;2023.000000295;0.0;;;
13;600411599;2016.999999535;;;;;
13;600411601;;2016.999999535;0.0;;;
13;600415199;2163.9999999449997;;;;;
13;600415201;;2163.9999999449997;0.0;;;
13;600418799;2401.000001598;;;;;
13;600418801;;2401.000001598;0.0;;;
