946080000;4575.318631
946083600;4493.818427
946087200;4479.151647
946090800;4331.24611
946094400;4331.24611
946098000;4508.029196
946101600;4419.637653
946105200;4419.637653
946108800;4508.029196
946112400;4331.24611
946116000;4331.24611
946119600;4508.029196
946123200;4331.24611
946126800;4331.24611
946130400;4331.24611
946134000;4331.24611
946137600;4508.029196
946141200;4508.029196
946144800;4508.029196
946148400;4331.24611
946152000;4331.24611
946155600;4331.24611
946159200;4331.24611
946162800;4419.637653
946166400;4113.389526
946170000;4090.761179
946173600;4086.689659
946177200;4168.422522
946180800;4168.422522
946184400;4086.689659
946188000;4677.502159
946191600;6590.744464
946195200;6704.886628
946198800;6714.472151
946202400;6773.613892
946206000;6792.273088
946209600;6835.780191
946213200;7121.856843
946216800;7153.917157
946220400;6216.9091
946224000;5875.506303
946227600;5856.195663
946231200;6134.501528
946234800;6165.817336
946238400;6191.177091
946242000;5968.476561
946245600;5985.274491
946249200;5818.225828
946252800;4573.485284
946256400;4404.170529
946260000;4389.834124
946263600;4418.06023
946267200;4418.06023
946270800;4329.701259
946274400;4329.701259
946278000;4506.423854
946281600;4506.423854
946285200;4506.423854
946288800;4506.423854
946292400;4418.06023
946296000;4418.06023
946299600;4418.06023
946303200;4418.06023
946306800;4418.06023
946310400;4506.423854
946314000;4506.423854
946317600;4418.06023
946321200;4506.423854
946324800;4506.423854
946328400;4329.701259
946332000;4329.701259
946335600;4506.423854
946339200;4195.141001
946342800;4008.525775
946346400;4004.551971
946350000;4094.227788
946353600;4094.227788
946357200;4176.114205
946360800;4176.114205
946364400;4176.114205
946368000;4094.227788
946371600;4094.227788
946375200;4094.227788
946378800;4094.227788
946382400;4094.227788
946386000;4094.227788
946389600;4094.227788
946393200;4094.227788
946396800;4094.227788
946400400;4094.227788
946404000;4094.227788
946407600;4094.227788
946411200;4176.114205
946414800;4176.114205
946418400;4094.227788
946422000;4176.114205
946425600;4168.906451
946429200;4162.229157
946432800;4161.028641
946436400;4161.028641
946440000;4161.028641
946443600;4161.028641
946447200;4689.274669
946450800;6813.35193
946454400;7082.444526
946458000;7097.288126
946461600;7165.038224
946465200;7047.26659
946468800;7237.76721
946472400;7105.151976
946476000;7139.445811
946479600;6209.789755
946483200;5871.318453
946486800;5969.453726
946490400;6130.778995
946494000;6162.327461
946497600;6187.919875
946501200;6084.852246
946504800;6102.162024
946508400;5813.665725
946512000;4481.506149
946515600;4401.969581
946519200;4477.197318
946522800;4566.742846
946526400;4387.651789
946530000;4477.197318
946533600;5158.453407
946537200;6871.60957
946540800;7242.51344
946544400;7236.324729
946548000;7281.73963
946551600;7003.945614
946555200;7180.812457
946558800;7036.424713
946562400;7348.372968
946566000;6366.554921
946569600;6007.888878
946573200;6231.240851
946576800;6270.42051
946580400;6301.550191
946584000;6326.630756
946587600;6347.244282
946591200;6239.570018
946594800;5942.558426
946598400;4395.88324
946602000;4493.809121
946605600;4479.142341
946609200;4391.313831
946612800;4391.313831
946616400;4391.313831
946620000;4957.901948
946623600;6872.540203
946627200;7101.243317
946630800;7095.101138
946634400;7139.492342
946638000;7147.356193
946641600;7040.379904
946645200;6898.78406
946648800;6922.096422
946652400;6119.471801
946656000;5774.672193
946659600;5869.55025
946663200;6147.530393
946666800;6056.933249
946670400;6081.036649
946674000;6100.812605
946677600;6117.284813
946681200;5826.089679
946684800;4483.809467
946688400;4231.240264
946692000;4303.494627
946695600;4303.494627
946699200;4303.494627
946702800;4303.494627
946706400;4858.742978
946710000;6603.028823
946713600;6686.320496
