;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
28;4377.417698;3221.962154;3446.540456;3677.154468;2400.051442;4793.984315;5288.406636;2593.10561;1220.154026;2933.329775;5330.788158;2247.776496;2519.926602;8676.735531;4239.402444;3641.358477;6295.834312;13948.02278;2519.294225;3418.984843;2675.959041;3396.296612;5264.164483;1986.143451;5629.171239;2855.893116;3825.112417;2720.601861;5658.786723;4763.750689;6389.092773;4966.637566;1988.738724;2755.702347;1849.148585;2734.027258;3149.223438;3850.957045;2614.91568;2961.859525
29;5516.219696;3984.70396;4467.094311;4751.297082;3281.473363;6092.848377;6382.02516;3374.52234;1562.79675;3863.680129;6639.077849;2556.875787;3268.051117;10969.17367;5388.207361;4372.014864;8143.866964;17377.45926;3057.356257;4259.612609;3383.73208;4302.025212;6750.397559;2584.429599;7452.149184;3609.103688;4751.776198;3461.06539;7126.695666;6014.234281;7867.36997;6235.06611;2653.971321;3629.78435;2425.96669;3120.466807;4016.897905;5061.476648;3337.798218;3832.127873
30;6413.444058;4514.712387;5227.544909;5482.416854;4051.442239;7142.188255;7053.772862;4022.173713;1794.234375;4647.848733;7653.540839;2677.071488;3887.822294;12769.227;6187.320121;4865.47594;9715.993637;19991.12653;3582.154886;4838.422382;3937.26534;4965.213918;8015.58654;3064.546525;8928.557377;4176.61506;5451.254146;4078.47733;8273.380029;6948.851944;8958.205441;7172.930719;3224.331363;4401.988719;2898.145735;3271.656975;4686.335117;6075.682224;3993.005844;4599.10981
31;6448.125908;4533.586504;5283.784269;5416.065423;4388.839311;7276.097492;6728.843694;4228.457267;1920.575502;4867.375109;7582.533468;2638.462822;4097.822987;12744.97384;6032.837127;4811.384015;9922.806126;19522.8342;3774.351837;4813.81073;4035.711246;4984.933306;8151.833625;3359.986967;9045.73754;4303.919025;5559.378628;4228.457267;8240.378609;7004.057461;8768.799519;7133.429924;3499.297371;4700.502109;3085.845271;3301.31822;4775.549808;6235.530653;4242.043808;4824.496548
32;6675.722334;4734.880743;5593.089393;5484.57097;4621.133661;7661.002503;6737.621894;4598.754011;2011.968586;5067.279811;7672.288585;2684.904219;4392.036955;12879.27392;5891.410806;4980.870737;10196.65071;20014.68439;3952.989572;4948.129248;4228.846308;5031.21395;8295.263512;3726.19327;9230.636285;4547.076162;5812.493496;4421.329113;8334.230665;7198.384477;8878.064676;7156.7144;3787.273461;4753.259181;3213.861366;3583.454402;4998.283599;6183.90486;4477.404491;4919.951109
33;6363.472026;4658.450218;5479.185821;5151.87684;4295.701397;7329.839613;6484.219277;4731.768332;2029.636121;4688.174222;7280.580461;2632.014308;4398.733043;11787.41801;5299.784593;4861.974438;9460.077319;18780.62061;3778.172489;4689.592249;4137.087201;4652.32963;7515.875911;3571.594671;8471.175028;4476.271533;5477.632457;4333.226481;7766.974809;6831.523665;8293.53078;6415.027282;3780.714281;4197.494151;3130.333374;3621.290631;4956.554271;5425.494856;4311.052702;4468.89984
34;6105.944718;4541.612055;5344.883411;4792.817024;4003.508468;7022.017761;6359.627546;4857.997874;2071.202235;4323.090431;6868.404128;2639.706192;4331.097821;10441.23086;4793.287538;4720.670682;8617.262823;17488.78122;3634.213677;4340.449654;3956.617641;4334.659169;6820.916541;3485.400149;7756.576439;4323.535081;5171.448464;4261.517467;7056.568373;6574.964563;7719.382982;5987.412588;3731.557044;3855.668971;3086.39204;3607.316899;4873.184543;4972.568527;4167.182494;4086.876017
35;5942.586775;4452.14688;5269.904731;4592.65807;3835.500433;6824.630648;6296.581749;5047.301207;2139.914997;4018.74645;6522.615707;2679.65496;4212.792126;9205.690094;4385.884972;4614.945362;7982.830489;16412.66316;3626.540325;4129.545809;3799.600521;3992.971789;6348.241149;3408.119312;7277.065265;4196.333566;5039.629562;4201.960351;6533.982283;6404.122808;7290.638894;5871.02848;3692.05822;3633.389992;3089.404225;3563.963176;4730.525266;4766.629235;4078.217336;3850.403342
36;5841.50626;4358.544982;5165.899389;4514.790716;3819.950392;6675.897437;6105.8694;5298.162273;2243.292436;3801.576222;6260.273248;2751.161132;4081.899679;8180.58222;4175.963974;4553.348541;7546.460263;15076.50752;3581.755169;4023.373469;3704.844405;3711.938634;5994.856989;3303.245495;6960.156523;4183.504769;4970.713241;4085.623979;6209.213489;6257.039526;6931.611107;5827.654273;3697.756776;3552.740496;3158.263345;3549.266209;4566.096035;4753.476304;4029.124096;3820.750269
37;5957.920301;4334.325954;5196.396788;4661.964758;3979.64114;6778.687526;5988.63955;5733.757435;2285.491867;3839.766455;6257.759356;2749.204855;4038.607662;7907.140515;4105.898052;4663.299073;7530.650868;14590.33654;3469.494883;4004.565391;3700.421212;3641.637656;6006.914822;3273.262574;7025.210702;4310.033548;5101.031488;4050.948846;6290.643308;6406.995275;6903.996656;5995.422978;3789.453291;3652.967178;3263.603383;3689.021004;4509.543248;5048.161215;4142.469176;3984.129765
38;6037.92709;4228.938037;5245.368722;4946.11385;4093.869302;7015.382221;5853.121638;6169.033236;2344.260933;4305.566675;6529.475414;2665.515355;3955.897908;8349.11213;4055.068242;4827.915404;7796.91203;15075.89462;3350.602033;3922.590705;3714.836364;3672.48913;6475.648543;3284.115047;7430.598849;4398.696772;5500.620949;4073.423307;6670.549809;6836.150445;6977.622392;6206.636393;3961.530329;3827.487089;3391.529785;3946.251975;4512.36586;5468.948251;4280.359271;4379.132169
39;6086.550497;4095.463374;5171.54204;5275.464522;4116.26464;7572.105337;5674.059638;6619.632053;2558.70419;5001.871045;6862.986302;2584.14507;3897.666938;9328.497391;4070.251853;4978.118235;8406.266818;16318.91011;3411.123289;3907.196424;3754.599178;3680.608553;7078.682167;3223.280272;8434.749425;4441.215217;6029.328131;4030.571125;7370.859077;7484.081089;7097.434716;6496.630617;4298.534394;4030.167287;3589.81017;4214.507353;4644.512705;5835.608087;4361.529503;5147.282706
40;6145.060374;3986.021581;5074.363693;5513.031562;4018.700581;7907.592479;5606.830122;7173.095801;2787.799258;5218.022298;6946.11506;2518.536955;3911.256583;9932.366904;4122.609792;5047.439565;8675.505056;16969.37476;3542.914922;3977.770223;3756.652613;3634.232587;7312.922532;3171.643866;8648.63072;4427.56952;6201.651843;3950.602965;7654.305622;7773.967947;7159.833103;6663.532742;4587.690275;4021.602838;3723.468947;4260.775142;4767.92146;5931.238003;4409.249442;5446.456385
41;6212.533653;3859.567874;4990.423168;5689.183676;3797.640896;8138.059658;5535.531111;7677.357007;2840.98193;5261.600448;6944.677769;2460.125167;3916.904147;10366.87093;4125.673389;5077.738111;8825.080574;17427.60009;3612.287872;4045.292747;3722.97379;3545.813752;7406.836333;3186.221697;8674.389146;4347.155779;6206.976882;3859.567874;7900.268946;8066.511687;7180.918195;6739.070208;4772.275368;3987.880723;3842.782949;4238.958199;4845.465888;5884.615088;4421.148179;5612.01631
42;6217.850002;3705.150931;4721.825861;5637.279548;3414.956327;8082.22857;5408.138211;7988.065943;2705.004933;5161.7954;6848.813072;2364.555142;3883.306863;10656.5913;4069.032214;5096.318808;8779.043746;17614.87938;3572.970276;3995.448262;3630.657863;3389.46637;7449.375486;3201.893653;8533.079059;4199.43456;6075.238884;3754.922257;7950.518775;8228.354507;7095.88689;6706.777569;4759.061262;3904.403088;3900.093227;4175.771527;4858.202598;5777.813014;4279.412835;5697.919136
43;6146.554384;3493.171227;4308.512205;5456.770748;2892.964433;7790.552086;5239.959448;8104.748024;2507.757696;4971.429204;6627.022742;2225.912188;3757.279407;10840.1192;3996.661655;5066.726661;8512.621509;17505.25072;3386.915656;3860.804829;3444.205835;3156.689795;7400.254345;3108.601194;8225.05813;4000.209571;5808.378126;3594.55465;7779.663083;8244.302934;6957.795021;6543.769405;4619.270157;3736.648467;3838.600979;4107.826069;4664.354074;5620.856276;3971.427763;5630.541677
44;5941.60276;3226.494127;3757.733153;5164.963321;2553.010655;7286.733428;5013.162139;7980.870053;2351.294468;4679.674623;6265.364246;2079.07568;3586.137947;10730.65444;3849.299561;4919.739511;8011.635744;16776.88321;3088.228098;3629.73139;3185.936056;2879.420513;7107.026279;3005.316318;7659.014443;3753.88779;5423.376806;3361.253152;7366.14619;7959.950502;6663.607561;6191.609457;4358.373698;3463.401742;3644.036752;3966.934989;4317.43401;5343.975873;3521.622243;5319.056429
45;5416.03533;2745.274711;2943.80881;4674.496006;2181.209519;6397.542193;4457.732346;7426.004358;2066.758982;4125.790496;5567.903275;1774.850308;3158.541196;10036.65737;3393.907843;4430.26638;7173.777055;15170.99063;2615.2069;3181.227901;2736.237167;2407.596359;6232.472507;2759.034611;6866.621226;3272.711097;4757.988197;2937.482728;6542.095306;7258.122997;6074.558388;5520.462899;3841.296505;2951.631342;3164.302078;3554.845394;3762.351885;4764.668683;2914.830595;4612.467661
46;4462.046105;2088.51919;1913.410026;3804.400975;1742.054444;5006.144989;3550.974137;6208.566421;1632.626515;3345.791948;4437.032755;1377.537133;2484.1806;8379.169904;2719.789103;3595.708913;5874.255432;12241.78755;2034.159448;2506.150567;2140.759469;1848.975522;4932.941921;2374.653795;5642.272586;2584.349137;3767.064051;2385.112276;5245.636687;6006.119835;5054.13074;4441.338601;3060.256974;2217.35354;2510.869351;2910.10896;2934.082499;3796.604154;2181.895468;3572.36146
47;3882.324913;1668.207902;1407.708717;3281.365539;1513.462858;4162.822656;3008.652969;5452.579413;1372.215636;2889.447507;3725.061999;1191.411544;2095.031333;7302.801645;2320.866756;3107.294411;5092.881013;10399.87569;1720.935584;2079.727726;1781.054252;1532.320499;4139.113862;2113.350676;4896.578253;2177.46184;3185.146515;2079.19162;4496.917099;5262.273468;4453.890383;3800.728608;2559.697794;1750.649908;2140.68643;2565.895801;2394.56646;3190.798327;1701.063154;2947.601576
48;3823.582615;1510.329886;1273.168784;3177.530372;1455.641268;3960.243223;2905.328488;5407.592111;1329.773512;2832.004357;3579.572729;1241.903513;2043.022742;7223.336526;2252.139573;3043.853523;5015.326358;10135.42594;1664.954318;1946.943356;1676.198753;1462.178848;3963.301412;2058.914823;4830.780817;2071.134305;3076.549522;2072.996505;4380.154286;5219.432839;4490.645288;3710.994023;2410.346018;1552.314418;2056.52767;2392.136959;2205.707289;3010.398411;1411.524864;2792.50078
49;3938.558004;1466.964406;1250.224539;3206.732107;1436.762917;3972.885727;2997.172276;5618.986781;1373.89998;2981.312926;3655.787575;1436.999962;2158.957863;7531.490199;2297.742267;3180.840456;5228.349092;10434.19508;1746.089733;1986.304193;1674.006058;1491.84248;4065.314783;2088.681242;4970.665687;2089.495863;3126.769806;2196.275969;4435.010205;5405.63142;4822.713112;3823.594821;2439.592294;1479.865363;2056.745659;2393.789402;2168.882028;2988.103997;1164.297728;2841.305926
50;4015.695862;1460.857674;1279.038072;3208.067501;1421.968444;4028.624497;3112.235162;5787.589281;1426.991686;3120.908392;3759.269912;1664.223079;2338.484328;7872.091575;2350.014463;3394.706966;5463.462845;10719.5174;1874.670203;2110.167864;1698.292813;1550.888662;4246.791202;2129.750048;5138.002761;2144.417519;3213.15808;2377.502784;4507.249748;5614.084819;5255.992448;3967.759185;2507.358772;1450.023104;2055.685838;2484.797361;2145.24903;2988.656839;976.5095885;2935.809882
51;4291.8124;1597.707063;1473.524272;3362.593159;1544.002864;4328.849159;3431.248277;6227.39951;1590.770298;3423.699702;4088.973456;1981.113433;2768.42611;8680.220089;2552.021273;3910.548803;6011.941779;11485.55989;2162.532449;2406.442904;1859.587482;1764.956701;4727.775364;2352.728952;5608.471678;2367.893861;3533.201479;2751.795721;4823.654061;6100.491939;6099.945209;4376.193457;2708.21745;1562.096392;2184.35772;2757.227121;2294.841521;3171.677974;1020.492742;3197.186131
52;4819.811195;1955.666129;1869.444034;3708.545717;1922.500916;5016.439024;4027.557295;6980.393031;1947.356538;3980.952803;4699.221239;2444.835011;3518.382956;10033.79204;2988.471881;4629.557599;6919.516562;12749.22856;2631.970494;2954.714514;2220.979307;2202.98382;5615.934937;2837.855293;6493.842825;2796.307173;4262.763572;3278.337516;5364.092307;6872.365852;7423.063874;5060.48744;3115.965977;1853.652341;2439.842103;3267.951669;2674.660609;3587.286369;1551.145295;3680.592315
53;6016.470297;2533.344083;2484.395595;4428.831409;2735.185418;6386.694911;5113.439286;8510.498643;2552.234502;5060.978627;5930.808294;3227.147093;4749.380908;12847.77503;3798.5885;5980.764854;8788.669528;15589.68228;3378.12478;3888.931251;2852.257142;2962.199782;7369.509502;3762.66765;8222.356617;3502.480075;5583.898576;4071.150665;6542.826972;8510.498643;9763.674441;6371.52748;3895.793543;2375.327802;2837.378142;4177.70507;3388.541736;4495.798903;2531.208751;4651.7922
54;7270.372174;2948.885825;2977.03248;4802.310331;3576.87565;7455.381929;5974.025434;9454.906428;3046.802633;5972.870034;6886.312771;3800.182435;5760.4333;15172.3079;4424.805253;7154.604421;10313.54931;17499.01977;3905.643309;4679.825533;3347.439844;3591.842221;9051.595953;4538.812909;9473.756288;4004.105579;6620.315298;4523.557878;7427.105824;9710.960865;11724.67988;7362.109124;4439.887462;2816.023197;3123.004929;4871.101227;3945.534083;5188.231502;3317.553767;5446.343477
55;7426.137236;3049.467354;3247.888985;4514.359397;4065.377084;7519.405707;6187.69383;8923.313417;3215.926449;6097.271504;6931.716184;3970.123442;5991.062648;15232.15839;4545.802298;7317.716305;10384.01848;16720.95795;3967.931674;4887.916538;3498.470661;3900.714107;9493.743749;4728.326498;9307.636508;4097.822987;6743.317791;4405.928445;7379.519747;9541.802471;11810.23398;7355.65205;4440.676978;3006.660039;3173.380697;4972.560156;4121.907348;5243.367221;3672.731084;5497.670888
