AgentId;TimeStep;TotalAwardedPowerInMW;ElectricityPriceInEURperMWH;DispatchSystemCostInEUR
1;946080003;0.0;3000.0;0.0
1;946083603;0.0;3000.0;0.0
1;946087203;0.0;3000.0;0.0
1;946090803;0.0;3000.0;0.0
1;946094403;0.0;3000.0;0.0
1;946098003;0.0;3000.0;0.0
1;946101603;0.0;3000.0;0.0
1;946105203;0.0;3000.0;0.0
1;946108803;0.0;3000.0;0.0
1;946112403;0.0;3000.0;0.0
1;946116003;0.0;3000.0;0.0
1;946119603;0.0;3000.0;0.0
1;946123203;0.0;3000.0;0.0
1;946126803;0.0;3000.0;0.0
1;946130403;0.0;3000.0;0.0
1;946134003;0.0;3000.0;0.0
1;946137603;0.0;3000.0;0.0
1;946141203;0.0;3000.0;0.0
1;946144803;0.0;3000.0;0.0
1;946148403;0.0;3000.0;0.0
1;946152003;0.0;3000.0;0.0
1;946155603;0.0;3000.0;0.0
1;946159203;0.0;3000.0;0.0
1;946162803;0.0;3000.0;0.0
1;946166403;0.0;3000.0;0.0
1;946170003;0.0;3000.0;0.0
1;946173603;0.0;3000.0;0.0
1;946177203;0.0;3000.0;0.0
1;946180803;0.0;3000.0;0.0
1;946184403;0.0;3000.0;0.0
1;946188003;0.0;3000.0;0.0
1;946191603;0.0;3000.0;0.0
1;946195203;0.0;3000.0;0.0
1;946198803;0.0;3000.0;0.0
1;946202403;0.0;3000.0;0.0
1;946206003;0.0;3000.0;0.0
1;946209603;0.0;3000.0;0.0
1;946213203;0.0;3000.0;0.0
1;946216803;0.0;3000.0;0.0
1;946220403;0.0;3000.0;0.0
1;946224003;0.0;3000.0;0.0
1;946227603;0.0;3000.0;0.0
1;946231203;0.0;3000.0;0.0
1;946234803;0.0;3000.0;0.0
1;946238403;0.0;3000.0;0.0
1;946242003;0.0;3000.0;0.0
1;946245603;0.0;3000.0;0.0
1;946249203;0.0;3000.0;0.0
1;946252803;0.0;3000.0;0.0
1;946256403;0.0;3000.0;0.0
1;946260003;0.0;3000.0;0.0
1;946263603;0.0;3000.0;0.0
1;946267203;0.0;3000.0;0.0
1;946270803;0.0;3000.0;0.0
1;946274403;0.0;3000.0;0.0
1;946278003;0.0;3000.0;0.0
1;946281603;0.0;3000.0;0.0
1;946285203;0.0;3000.0;0.0
1;946288803;0.0;3000.0;0.0
1;946292403;0.0;3000.0;0.0
1;946296003;0.0;3000.0;0.0
1;946299603;0.0;3000.0;0.0
1;946303203;0.0;3000.0;0.0
1;946306803;0.0;3000.0;0.0
1;946310403;0.0;3000.0;0.0
1;946314003;0.0;3000.0;0.0
1;946317603;0.0;3000.0;0.0
1;946321203;0.0;3000.0;0.0
1;946324803;0.0;3000.0;0.0
1;946328403;0.0;3000.0;0.0
1;946332003;0.0;3000.0;0.0
1;946335603;0.0;3000.0;0.0
1;946339203;0.0;3000.0;0.0
1;946342803;0.0;3000.0;0.0
1;946346403;0.0;3000.0;0.0
1;946350003;0.0;3000.0;0.0
1;946353603;0.0;3000.0;0.0
1;946357203;0.0;3000.0;0.0
1;946360803;0.0;3000.0;0.0
1;946364403;0.0;3000.0;0.0
1;946368003;0.0;3000.0;0.0
1;946371603;0.0;3000.0;0.0
1;946375203;0.0;3000.0;0.0
1;946378803;0.0;3000.0;0.0
1;946382403;0.0;3000.0;0.0
1;946386003;0.0;3000.0;0.0
1;946389603;0.0;3000.0;0.0
1;946393203;0.0;3000.0;0.0
1;946396803;0.0;3000.0;0.0
1;946400403;0.0;3000.0;0.0
1;946404003;0.0;3000.0;0.0
1;946407603;0.0;3000.0;0.0
1;946411203;0.0;3000.0;0.0
1;946414803;0.0;3000.0;0.0
1;946418403;0.0;3000.0;0.0
1;946422003;0.0;3000.0;0.0
1;946425603;0.0;3000.0;0.0
1;946429203;0.0;3000.0;0.0
1;946432803;0.0;3000.0;0.0
1;946436403;0.0;3000.0;0.0
1;946440003;0.0;3000.0;0.0
1;946443603;0.0;3000.0;0.0
1;946447203;0.0;3000.0;0.0
1;946450803;0.0;3000.0;0.0
1;946454403;0.0;3000.0;0.0
1;946458003;0.0;3000.0;0.0
1;946461603;0.0;3000.0;0.0
1;946465203;0.0;3000.0;0.0
1;946468803;0.0;3000.0;0.0
1;946472403;0.0;3000.0;0.0
1;946476003;0.0;3000.0;0.0
1;946479603;0.0;3000.0;0.0
1;946483203;0.0;3000.0;0.0
1;946486803;0.0;3000.0;0.0
1;946490403;0.0;3000.0;0.0
1;946494003;0.0;3000.0;0.0
1;946497603;0.0;3000.0;0.0
1;946501203;0.0;3000.0;0.0
1;946504803;0.0;3000.0;0.0
1;946508403;0.0;3000.0;0.0
1;946512003;0.0;3000.0;0.0
1;946515603;0.0;3000.0;0.0
1;946519203;0.0;3000.0;0.0
1;946522803;0.0;3000.0;0.0
1;946526403;0.0;3000.0;0.0
1;946530003;0.0;3000.0;0.0
1;946533603;0.0;3000.0;0.0
1;946537203;0.0;3000.0;0.0
1;946540803;0.0;3000.0;0.0
1;946544403;0.0;3000.0;0.0
1;946548003;0.0;3000.0;0.0
1;946551603;0.0;3000.0;0.0
1;946555203;0.0;3000.0;0.0
1;946558803;0.0;3000.0;0.0
1;946562403;0.0;3000.0;0.0
1;946566003;0.0;3000.0;0.0
1;946569603;0.0;3000.0;0.0
1;946573203;0.0;3000.0;0.0
1;946576803;0.0;3000.0;0.0
1;946580403;0.0;3000.0;0.0
1;946584003;0.0;3000.0;0.0
1;946587603;0.0;3000.0;0.0
1;946591203;0.0;3000.0;0.0
1;946594803;0.0;3000.0;0.0
1;946598403;0.0;3000.0;0.0
1;946602003;0.0;3000.0;0.0
1;946605603;0.0;3000.0;0.0
1;946609203;0.0;3000.0;0.0
1;946612803;0.0;3000.0;0.0
1;946616403;0.0;3000.0;0.0
1;946620003;0.0;3000.0;0.0
1;946623603;0.0;3000.0;0.0
1;946627203;0.0;3000.0;0.0
1;946630803;0.0;3000.0;0.0
1;946634403;0.0;3000.0;0.0
1;946638003;0.0;3000.0;0.0
1;946641603;0.0;3000.0;0.0
1;946645203;0.0;3000.0;0.0
1;946648803;0.0;3000.0;0.0
1;946652403;0.0;3000.0;0.0
1;946656003;0.0;3000.0;0.0
1;946659603;0.0;3000.0;0.0
1;946663203;0.0;3000.0;0.0
1;946666803;0.0;3000.0;0.0
1;946670403;0.0;3000.0;0.0
1;946674003;0.0;3000.0;0.0
1;946677603;0.0;3000.0;0.0
1;946681203;0.0;3000.0;0.0
1;946684803;0.0;3000.0;0.0
1;946688403;0.0;3000.0;0.0
1;946692003;0.0;3000.0;0.0
1;946695603;0.0;3000.0;0.0
1;946699203;0.0;3000.0;0.0
1;946702803;0.0;3000.0;0.0
1;946706403;0.0;3000.0;0.0
1;946710003;0.0;3000.0;0.0
1;946713603;0.0;3000.0;0.0
1;946717203;0.0;3000.0;0.0
1;946720803;0.0;3000.0;0.0
1;946724403;0.0;3000.0;0.0
1;946728003;0.0;3000.0;0.0
1;946731603;0.0;3000.0;0.0
1;946735203;0.0;3000.0;0.0
1;946738803;0.0;3000.0;0.0
1;946742403;0.0;3000.0;0.0
1;946746003;0.0;3000.0;0.0
1;946749603;0.0;3000.0;0.0
1;946753203;0.0;3000.0;0.0
1;946756803;0.0;3000.0;0.0
1;946760403;0.0;3000.0;0.0
1;946764003;0.0;3000.0;0.0
1;946767603;0.0;3000.0;0.0
1;946771203;0.0;3000.0;0.0
1;946774803;0.0;3000.0;0.0
1;946778403;0.0;3000.0;0.0
1;946782003;0.0;3000.0;0.0
1;946785603;0.0;3000.0;0.0
1;946789203;0.0;3000.0;0.0
1;946792803;0.0;3000.0;0.0
1;946796403;0.0;3000.0;0.0
1;946800003;0.0;3000.0;0.0
1;946803603;0.0;3000.0;0.0
1;946807203;0.0;3000.0;0.0
1;946810803;0.0;3000.0;0.0
1;946814403;0.0;3000.0;0.0
1;946818003;0.0;3000.0;0.0
1;946821603;0.0;3000.0;0.0
1;946825203;0.0;3000.0;0.0
1;946828803;0.0;3000.0;0.0
1;946832403;0.0;3000.0;0.0
1;946836003;0.0;3000.0;0.0
1;946839603;0.0;3000.0;0.0
1;946843203;0.0;3000.0;0.0
1;946846803;0.0;3000.0;0.0
1;946850403;0.0;3000.0;0.0
1;946854003;0.0;3000.0;0.0
1;946857603;0.0;3000.0;0.0
1;946861203;0.0;3000.0;0.0
1;946864803;0.0;3000.0;0.0
1;946868403;0.0;3000.0;0.0
1;946872003;0.0;3000.0;0.0
1;946875603;0.0;3000.0;0.0
1;946879203;0.0;3000.0;0.0
1;946882803;0.0;3000.0;0.0
1;946886403;0.0;3000.0;0.0
1;946890003;0.0;3000.0;0.0
1;946893603;0.0;3000.0;0.0
1;946897203;0.0;3000.0;0.0
1;946900803;0.0;3000.0;0.0
1;946904403;0.0;3000.0;0.0
1;946908003;0.0;3000.0;0.0
1;946911603;0.0;3000.0;0.0
1;946915203;0.0;3000.0;0.0
1;946918803;0.0;3000.0;0.0
1;946922403;0.0;3000.0;0.0
1;946926003;0.0;3000.0;0.0
1;946929603;0.0;3000.0;0.0
1;946933203;0.0;3000.0;0.0
1;946936803;0.0;3000.0;0.0
1;946940403;0.0;3000.0;0.0
1;946944003;0.0;3000.0;0.0
1;946947603;0.0;3000.0;0.0
1;946951203;0.0;3000.0;0.0
1;946954803;0.0;3000.0;0.0
1;946958403;0.0;3000.0;0.0
1;946962003;0.0;3000.0;0.0
1;946965603;0.0;3000.0;0.0
1;946969203;0.0;3000.0;0.0
1;946972803;0.0;3000.0;0.0
