AgentId;TimeStep;OfferedPowerInMW;OfferedChargePriceInEURperMWH;OfferedDischargePriceInEURperMWH;AwardedChargePowerInMWH;AwardedDischargePowerInMWH;AwardedPowerInMWH;ReceivedMoneyInEUR;CostsInEUR
99992600009;946238404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946241999;0.0;0.0;0.0;;;;;
99992600009;946242004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946245599;0.0;0.0;0.0;;;;;
99992600009;946245604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946249199;0.0;0.0;0.0;;;;;
99992600009;946249204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946252799;0.0;0.0;0.0;;;;;
99992600009;946252804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946256399;0.0;0.0;0.0;;;;;
99992600009;946256404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946259999;0.0;0.0;0.0;;;;;
99992600009;946260004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946263599;0.0;0.0;0.0;;;;;
99992600009;946263604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946267199;0.0;0.0;0.0;;;;;
99992600009;946267204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946270799;0.0;0.0;0.0;;;;;
99992600009;946270804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946274399;0.0;0.0;0.0;;;;;
99992600009;946274404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946277999;0.0;0.0;0.0;;;;;
99992600009;946278004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946281599;0.0;0.0;0.0;;;;;
99992600009;946281604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946285199;0.0;0.0;0.0;;;;;
99992600009;946285204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946288799;0.0;0.0;0.0;;;;;
99992600009;946288804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946292399;0.0;0.0;0.0;;;;;
99992600009;946292404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946295999;0.0;0.0;0.0;;;;;
99992600009;946296004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946299599;0.0;0.0;0.0;;;;;
99992600009;946299604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946303199;0.0;0.0;0.0;;;;;
99992600009;946303204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946306799;0.0;0.0;0.0;;;;;
99992600009;946306804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946310399;0.0;0.0;0.0;;;;;
99992600009;946310404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946313999;0.0;0.0;0.0;;;;;
99992600009;946314004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946317599;0.0;0.0;0.0;;;;;
99992600009;946317604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946321199;0.0;0.0;0.0;;;;;
99992600009;946321204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946324799;0.0;0.0;0.0;;;;;
99992600009;946324804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946328399;0.0;0.0;0.0;;;;;
99992600009;946328404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946331999;0.0;0.0;0.0;;;;;
99992600009;946332004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946335599;0.0;0.0;0.0;;;;;
99992600009;946335604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946339199;0.0;0.0;0.0;;;;;
99992600009;946339204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946342799;0.0;0.0;0.0;;;;;
99992600009;946342804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946346399;0.0;0.0;0.0;;;;;
99992600009;946346404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946349999;0.0;0.0;0.0;;;;;
99992600009;946350004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946353599;0.0;0.0;0.0;;;;;
99992600009;946353604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946357199;0.0;0.0;0.0;;;;;
99992600009;946357204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946360799;0.0;0.0;0.0;;;;;
99992600009;946360804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946364399;0.0;0.0;0.0;;;;;
99992600009;946364404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946367999;0.0;0.0;0.0;;;;;
99992600009;946368004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946371599;0.0;0.0;0.0;;;;;
99992600009;946371604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946375199;0.0;0.0;0.0;;;;;
99992600009;946375204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946378799;0.0;0.0;0.0;;;;;
99992600009;946378804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946382399;0.0;0.0;0.0;;;;;
99992600009;946382404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946385999;0.0;0.0;0.0;;;;;
99992600009;946386004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946389599;0.0;0.0;0.0;;;;;
99992600009;946389604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946393199;0.0;0.0;0.0;;;;;
99992600009;946393204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946396799;0.0;0.0;0.0;;;;;
99992600009;946396804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946400399;0.0;0.0;0.0;;;;;
99992600009;946400404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946403999;0.0;0.0;0.0;;;;;
99992600009;946404004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946407599;0.0;0.0;0.0;;;;;
99992600009;946407604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946411199;0.0;0.0;0.0;;;;;
99992600009;946411204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946414799;0.0;0.0;0.0;;;;;
99992600009;946414804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946418399;0.0;0.0;0.0;;;;;
99992600009;946418404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946421999;0.0;0.0;0.0;;;;;
99992600009;946422004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946425599;0.0;0.0;0.0;;;;;
99992600009;946425604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946429199;0.0;0.0;0.0;;;;;
99992600009;946429204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946432799;0.0;0.0;0.0;;;;;
99992600009;946432804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946436399;0.0;0.0;0.0;;;;;
99992600009;946436404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946439999;0.0;0.0;0.0;;;;;
99992600009;946440004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946443599;0.0;0.0;0.0;;;;;
99992600009;946443604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946447199;0.0;0.0;0.0;;;;;
99992600009;946447204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946450799;0.0;0.0;0.0;;;;;
99992600009;946450804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946454399;0.0;0.0;0.0;;;;;
99992600009;946454404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946457999;0.0;0.0;0.0;;;;;
99992600009;946458004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946461599;0.0;0.0;0.0;;;;;
99992600009;946461604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946465199;0.0;0.0;0.0;;;;;
99992600009;946465204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946468799;0.0;0.0;0.0;;;;;
99992600009;946468804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946472399;0.0;0.0;0.0;;;;;
99992600009;946472404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946475999;0.0;0.0;0.0;;;;;
99992600009;946476004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946479599;0.0;0.0;0.0;;;;;
99992600009;946479604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946483199;0.0;0.0;0.0;;;;;
99992600009;946483204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946486799;0.0;0.0;0.0;;;;;
99992600009;946486804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946490399;0.0;0.0;0.0;;;;;
99992600009;946490404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946493999;0.0;0.0;0.0;;;;;
99992600009;946494004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946497599;0.0;0.0;0.0;;;;;
99992600009;946497604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946501199;0.0;0.0;0.0;;;;;
99992600009;946501204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946504799;0.0;0.0;0.0;;;;;
99992600009;946504804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946508399;0.0;0.0;0.0;;;;;
99992600009;946508404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946511999;0.0;0.0;0.0;;;;;
99992600009;946512004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946515599;0.0;0.0;0.0;;;;;
99992600009;946515604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946519199;0.0;0.0;0.0;;;;;
99992600009;946519204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946522799;0.0;0.0;0.0;;;;;
99992600009;946522804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946526399;0.0;0.0;0.0;;;;;
99992600009;946526404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946529999;0.0;0.0;0.0;;;;;
99992600009;946530004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946533599;0.0;0.0;0.0;;;;;
99992600009;946533604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946537199;0.0;0.0;0.0;;;;;
99992600009;946537204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946540799;0.0;0.0;0.0;;;;;
99992600009;946540804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946544399;0.0;0.0;0.0;;;;;
99992600009;946544404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946547999;0.0;0.0;0.0;;;;;
99992600009;946548004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946551599;0.0;0.0;0.0;;;;;
99992600009;946551604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946555199;0.0;0.0;0.0;;;;;
99992600009;946555204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946558799;0.0;0.0;0.0;;;;;
99992600009;946558804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946562399;0.0;0.0;0.0;;;;;
99992600009;946562404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946565999;0.0;0.0;0.0;;;;;
99992600009;946566004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946569599;0.0;0.0;0.0;;;;;
99992600009;946569604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946573199;0.0;0.0;0.0;;;;;
99992600009;946573204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946576799;0.0;0.0;0.0;;;;;
99992600009;946576804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946580399;0.0;0.0;0.0;;;;;
99992600009;946580404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946583999;0.0;0.0;0.0;;;;;
99992600009;946584004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946587599;0.0;0.0;0.0;;;;;
99992600009;946587604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946591199;0.0;0.0;0.0;;;;;
99992600009;946591204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946594799;0.0;0.0;0.0;;;;;
99992600009;946594804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946598399;0.0;0.0;0.0;;;;;
99992600009;946598404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946601999;0.0;0.0;0.0;;;;;
99992600009;946602004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946605599;0.0;0.0;0.0;;;;;
99992600009;946605604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946609199;0.0;0.0;0.0;;;;;
99992600009;946609204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946612799;0.0;0.0;0.0;;;;;
99992600009;946612804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946616399;0.0;0.0;0.0;;;;;
99992600009;946616404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946619999;0.0;0.0;0.0;;;;;
99992600009;946620004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946623599;0.0;0.0;0.0;;;;;
99992600009;946623604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946627199;0.0;0.0;0.0;;;;;
99992600009;946627204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946630799;0.0;0.0;0.0;;;;;
99992600009;946630804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946634399;0.0;0.0;0.0;;;;;
99992600009;946634404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946637999;0.0;0.0;0.0;;;;;
99992600009;946638004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946641599;0.0;0.0;0.0;;;;;
99992600009;946641604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946645199;0.0;0.0;0.0;;;;;
99992600009;946645204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946648799;0.0;0.0;0.0;;;;;
99992600009;946648804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946652399;0.0;0.0;0.0;;;;;
99992600009;946652404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946655999;0.0;0.0;0.0;;;;;
99992600009;946656004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946659599;0.0;0.0;0.0;;;;;
99992600009;946659604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946663199;0.0;0.0;0.0;;;;;
99992600009;946663204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946666799;0.0;0.0;0.0;;;;;
99992600009;946666804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946670399;0.0;0.0;0.0;;;;;
99992600009;946670404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946673999;0.0;0.0;0.0;;;;;
99992600009;946674004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946677599;0.0;0.0;0.0;;;;;
99992600009;946677604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946681199;0.0;0.0;0.0;;;;;
99992600009;946681204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946684799;0.0;0.0;0.0;;;;;
99992600009;946684804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946688399;0.0;0.0;0.0;;;;;
99992600009;946688404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946691999;0.0;0.0;0.0;;;;;
99992600009;946692004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946695599;0.0;0.0;0.0;;;;;
99992600009;946695604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946699199;0.0;0.0;0.0;;;;;
99992600009;946699204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946702799;0.0;0.0;0.0;;;;;
99992600009;946702804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946706399;0.0;0.0;0.0;;;;;
99992600009;946706404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946709999;0.0;0.0;0.0;;;;;
99992600009;946710004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946713599;0.0;0.0;0.0;;;;;
99992600009;946713604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946717199;0.0;0.0;0.0;;;;;
99992600009;946717204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946720799;0.0;0.0;0.0;;;;;
99992600009;946720804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946724399;0.0;0.0;0.0;;;;;
99992600009;946724404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946727999;0.0;0.0;0.0;;;;;
99992600009;946728004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946731599;0.0;0.0;0.0;;;;;
99992600009;946731604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946735199;0.0;0.0;0.0;;;;;
99992600009;946735204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946738799;0.0;0.0;0.0;;;;;
99992600009;946738804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946742399;0.0;0.0;0.0;;;;;
99992600009;946742404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946745999;0.0;0.0;0.0;;;;;
99992600009;946746004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946749599;0.0;0.0;0.0;;;;;
99992600009;946749604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946753199;0.0;0.0;0.0;;;;;
99992600009;946753204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946756799;0.0;0.0;0.0;;;;;
99992600009;946756804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946760399;0.0;0.0;0.0;;;;;
99992600009;946760404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946763999;0.0;0.0;0.0;;;;;
99992600009;946764004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946767599;0.0;0.0;0.0;;;;;
99992600009;946767604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946771199;0.0;0.0;0.0;;;;;
99992600009;946771204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946774799;0.0;0.0;0.0;;;;;
99992600009;946774804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946778399;0.0;0.0;0.0;;;;;
99992600009;946778404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946781999;0.0;0.0;0.0;;;;;
99992600009;946782004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946785599;0.0;0.0;0.0;;;;;
99992600009;946785604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946789199;0.0;0.0;0.0;;;;;
99992600009;946789204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946792799;0.0;0.0;0.0;;;;;
99992600009;946792804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946796399;0.0;0.0;0.0;;;;;
99992600009;946796404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946799999;0.0;0.0;0.0;;;;;
99992600009;946800004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946803599;0.0;0.0;0.0;;;;;
99992600009;946803604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946807199;0.0;0.0;0.0;;;;;
99992600009;946807204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946810799;0.0;0.0;0.0;;;;;
99992600009;946810804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946814399;0.0;0.0;0.0;;;;;
99992600009;946814404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946817999;0.0;0.0;0.0;;;;;
99992600009;946818004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946821599;0.0;0.0;0.0;;;;;
99992600009;946821604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946825199;0.0;0.0;0.0;;;;;
99992600009;946825204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946828799;0.0;0.0;0.0;;;;;
99992600009;946828804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946832399;0.0;0.0;0.0;;;;;
99992600009;946832404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946835999;0.0;0.0;0.0;;;;;
99992600009;946836004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946839599;0.0;0.0;0.0;;;;;
99992600009;946839604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946843199;0.0;0.0;0.0;;;;;
99992600009;946843204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946846799;0.0;0.0;0.0;;;;;
99992600009;946846804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946850399;0.0;0.0;0.0;;;;;
99992600009;946850404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946853999;0.0;0.0;0.0;;;;;
99992600009;946854004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946857599;0.0;0.0;0.0;;;;;
99992600009;946857604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946861199;0.0;0.0;0.0;;;;;
99992600009;946861204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946864799;0.0;0.0;0.0;;;;;
99992600009;946864804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946868399;0.0;0.0;0.0;;;;;
99992600009;946868404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946871999;0.0;0.0;0.0;;;;;
99992600009;946872004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946875599;0.0;0.0;0.0;;;;;
99992600009;946875604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946879199;0.0;0.0;0.0;;;;;
99992600009;946879204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946882799;0.0;0.0;0.0;;;;;
99992600009;946882804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946886399;0.0;0.0;0.0;;;;;
99992600009;946886404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946889999;0.0;0.0;0.0;;;;;
99992600009;946890004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946893599;0.0;0.0;0.0;;;;;
99992600009;946893604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946897199;0.0;0.0;0.0;;;;;
99992600009;946897204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946900799;0.0;0.0;0.0;;;;;
99992600009;946900804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946904399;0.0;0.0;0.0;;;;;
99992600009;946904404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946907999;0.0;0.0;0.0;;;;;
99992600009;946908004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946911599;0.0;0.0;0.0;;;;;
99992600009;946911604;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946915199;0.0;0.0;0.0;;;;;
99992600009;946915204;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946918799;0.0;0.0;0.0;;;;;
99992600009;946918804;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946922399;0.0;0.0;0.0;;;;;
99992600009;946922404;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946925999;0.0;0.0;0.0;;;;;
99992600009;946926004;;;;0.0;0.0;0.0;0.0;0.0
99992600009;946929599;0.0;0.0;0.0;;;;;
99992600009;946929604;;;;0.0;0.0;0.0;0.0;0.0
