AgentId;TimeStep;AwardedPowerForecast;ElectricityPriceForecast
6;946083573;0.0;0.0
6;946087173;0.0;0.0
6;946090773;0.0;0.0
6;946094373;0.0;0.0
6;946097973;0.0;0.0
6;946101573;0.0;0.0
6;946105173;0.0;0.0
6;946108773;0.0;0.0
6;946112373;0.0;0.0
6;946115973;0.0;0.0
6;946119573;0.0;0.0
6;946123173;0.0;0.0
6;946126773;0.0;0.0
6;946130373;0.0;0.0
6;946133973;0.0;0.0
6;946137573;0.0;0.0
6;946141173;0.0;0.0
6;946144773;0.0;0.0
6;946148373;0.0;0.0
6;946151973;0.0;0.0
6;946155573;0.0;0.0
6;946159173;0.0;0.0
6;946162773;0.0;0.0
6;946166373;0.0;0.0
6;946169973;0.0;0.0
6;946173573;0.0;0.0
6;946177173;0.0;0.0
6;946180773;0.0;0.0
6;946184373;0.0;0.0
6;946187973;0.0;0.0
6;946191573;0.0;0.0
6;946195173;0.0;0.0
6;946198773;0.0;0.0
6;946202373;0.0;0.0
6;946205973;0.0;0.0
6;946209573;0.0;0.0
6;946213173;0.0;0.0
6;946216773;0.0;0.0
6;946220373;0.0;0.0
6;946223973;0.0;0.0
6;946227573;0.0;0.0
6;946231173;0.0;0.0
6;946234773;0.0;0.0
6;946238373;0.0;0.0
6;946241973;0.0;0.0
6;946245573;0.0;0.0
6;946249173;0.0;0.0
6;946252773;0.0;0.0
6;946256373;0.0;0.0
6;946259973;0.0;0.0
6;946263573;0.0;0.0
6;946267173;0.0;0.0
6;946270773;0.0;0.0
6;946274373;0.0;0.0
6;946277973;0.0;0.0
6;946281573;0.0;0.0
6;946285173;0.0;0.0
6;946288773;0.0;0.0
6;946292373;0.0;0.0
6;946295973;0.0;0.0
6;946299573;0.0;0.0
6;946303173;0.0;0.0
6;946306773;0.0;0.0
6;946310373;0.0;0.0
6;946313973;0.0;0.0
6;946317573;0.0;0.0
6;946321173;0.0;0.0
6;946324773;0.0;0.0
6;946328373;0.0;0.0
6;946331973;0.0;0.0
6;946335573;0.0;0.0
6;946339173;0.0;0.0
6;946342773;0.0;0.0
6;946346373;0.0;0.0
6;946349973;0.0;0.0
6;946353573;0.0;0.0
6;946357173;0.0;0.0
6;946360773;0.0;0.0
6;946364373;0.0;0.0
6;946367973;0.0;0.0
6;946371573;0.0;0.0
6;946375173;0.0;0.0
6;946378773;0.0;0.0
6;946382373;0.0;0.0
6;946385973;0.0;0.0
6;946389573;0.0;0.0
6;946393173;0.0;0.0
6;946396773;0.0;0.0
6;946400373;0.0;0.0
6;946403973;0.0;0.0
6;946407573;0.0;0.0
6;946411173;0.0;0.0
6;946414773;0.0;0.0
6;946418373;0.0;0.0
6;946421973;0.0;0.0
6;946425573;0.0;0.0
6;946429173;0.0;0.0
6;946432773;0.0;0.0
6;946436373;0.0;0.0
6;946439973;0.0;0.0
6;946443573;0.0;0.0
6;946447173;0.0;0.0
6;946450773;0.0;0.0
6;946454373;0.0;0.0
6;946457973;0.0;0.0
6;946461573;0.0;0.0
6;946465173;0.0;0.0
6;946468773;0.0;0.0
6;946472373;0.0;0.0
6;946475973;0.0;0.0
6;946479573;0.0;0.0
6;946483173;0.0;0.0
6;946486773;0.0;0.0
6;946490373;0.0;0.0
6;946493973;0.0;0.0
6;946497573;0.0;0.0
6;946501173;0.0;0.0
6;946504773;0.0;0.0
6;946508373;0.0;0.0
6;946511973;0.0;0.0
6;946515573;0.0;0.0
6;946519173;0.0;0.0
6;946522773;0.0;0.0
6;946526373;0.0;0.0
6;946529973;0.0;0.0
6;946533573;0.0;0.0
6;946537173;0.0;0.0
6;946540773;0.0;0.0
6;946544373;0.0;0.0
6;946547973;0.0;0.0
6;946551573;0.0;0.0
6;946555173;0.0;0.0
6;946558773;0.0;0.0
6;946562373;0.0;0.0
6;946565973;0.0;0.0
6;946569573;0.0;0.0
6;946573173;0.0;0.0
6;946576773;0.0;0.0
6;946580373;0.0;0.0
6;946583973;0.0;0.0
6;946587573;0.0;0.0
6;946591173;0.0;0.0
6;946594773;0.0;0.0
6;946598373;0.0;0.0
6;946601973;0.0;0.0
6;946605573;0.0;0.0
6;946609173;0.0;0.0
6;946612773;0.0;0.0
6;946616373;0.0;0.0
6;946619973;0.0;0.0
6;946623573;0.0;0.0
6;946627173;0.0;0.0
6;946630773;0.0;0.0
6;946634373;0.0;0.0
6;946637973;0.0;0.0
6;946641573;0.0;0.0
6;946645173;0.0;0.0
6;946648773;0.0;0.0
6;946652373;0.0;0.0
6;946655973;0.0;0.0
6;946659573;0.0;0.0
6;946663173;0.0;0.0
6;946666773;0.0;0.0
6;946670373;0.0;0.0
6;946673973;0.0;0.0
6;946677573;0.0;0.0
6;946681173;0.0;0.0
6;946684773;0.0;0.0
6;946688373;0.0;0.0
6;946691973;0.0;0.0
6;946695573;0.0;0.0
6;946699173;0.0;0.0
6;946702773;0.0;0.0
6;946706373;0.0;0.0
6;946709973;0.0;0.0
6;946713573;0.0;0.0
6;946717173;0.0;0.0
6;946720773;0.0;0.0
6;946724373;0.0;0.0
6;946727973;0.0;0.0
6;946731573;0.0;0.0
6;946735173;0.0;0.0
6;946738773;0.0;0.0
6;946742373;0.0;0.0
6;946745973;0.0;0.0
6;946749573;0.0;0.0
6;946753173;0.0;0.0
6;946756773;0.0;0.0
6;946760373;0.0;0.0
6;946763973;0.0;0.0
6;946767573;0.0;0.0
6;946771173;0.0;0.0
6;946774773;0.0;0.0
6;946778373;0.0;0.0
6;946781973;0.0;0.0
6;946785573;0.0;0.0
6;946789173;0.0;0.0
6;946792773;0.0;0.0
6;946796373;0.0;0.0
6;946799973;0.0;0.0
6;946803573;0.0;0.0
6;946807173;0.0;0.0
6;946810773;0.0;0.0
6;946814373;0.0;0.0
6;946817973;0.0;0.0
6;946821573;0.0;0.0
6;946825173;0.0;0.0
6;946828773;0.0;0.0
6;946832373;0.0;0.0
6;946835973;0.0;0.0
6;946839573;0.0;0.0
6;946843173;0.0;0.0
6;946846773;0.0;0.0
6;946850373;0.0;0.0
6;946853973;0.0;0.0
6;946857573;0.0;0.0
6;946861173;0.0;0.0
6;946864773;0.0;0.0
6;946868373;0.0;0.0
6;946871973;0.0;0.0
6;946875573;0.0;0.0
6;946879173;0.0;0.0
6;946882773;0.0;0.0
6;946886373;0.0;0.0
6;946889973;0.0;0.0
6;946893573;0.0;0.0
6;946897173;0.0;0.0
6;946900773;0.0;0.0
6;946904373;0.0;0.0
6;946907973;0.0;0.0
6;946911573;0.0;0.0
6;946915173;0.0;0.0
6;946918773;0.0;0.0
6;946922373;0.0;0.0
6;946925973;0.0;0.0
6;946929573;0.0;0.0
6;946933173;0.0;0.0
6;946936773;0.0;0.0
6;946940373;0.0;0.0
6;946943973;0.0;0.0
6;946947573;0.0;0.0
6;946951173;0.0;0.0
6;946954773;0.0;0.0
6;946958373;0.0;0.0
6;946961973;0.0;0.0
6;946965573;0.0;0.0
6;946969173;0.0;0.0
6;946972773;0.0;0.0
6;946976373;0.0;0.0
6;946979973;0.0;0.0
6;946983573;0.0;0.0
6;946987173;0.0;0.0
6;946990773;0.0;0.0
6;946994373;0.0;0.0
6;946997973;0.0;0.0
6;947001573;0.0;0.0
6;947005173;0.0;0.0
6;947008773;0.0;0.0
6;947012373;0.0;0.0
6;947015973;0.0;0.0
6;947019573;0.0;0.0
6;947023173;0.0;0.0
6;947026773;0.0;0.0
6;947030373;0.0;0.0
6;947033973;0.0;0.0
6;947037573;0.0;0.0
6;947041173;0.0;0.0
6;947044773;0.0;0.0
6;947048373;0.0;0.0
6;947051973;0.0;0.0
6;947055573;0.0;0.0
6;947059173;0.0;0.0
6;947062773;0.0;0.0
6;947066373;0.0;0.0
6;947069973;0.0;0.0
6;947073573;0.0;0.0
6;947077173;0.0;0.0
6;947080773;0.0;0.0
6;947084373;0.0;0.0
6;947087973;0.0;0.0
6;947091573;0.0;0.0
6;947095173;0.0;0.0
6;947098773;0.0;0.0
6;947102373;0.0;0.0
6;947105973;0.0;0.0
6;947109573;0.0;0.0
6;947113173;0.0;0.0
6;947116773;0.0;0.0
6;947120373;0.0;0.0
6;947123973;0.0;0.0
6;947127573;0.0;0.0
6;947131173;0.0;0.0
6;947134773;0.0;0.0
6;947138373;0.0;0.0
6;947141973;0.0;0.0
6;947145573;0.0;0.0
6;947149173;0.0;0.0
6;947152773;0.0;0.0
6;947156373;0.0;0.0
6;947159973;0.0;0.0
6;947163573;0.0;0.0
6;947167173;0.0;0.0
6;947170773;0.0;0.0
6;947174373;0.0;0.0
6;947177973;0.0;0.0
6;947181573;0.0;0.0
6;947185173;0.0;0.0
6;947188773;0.0;0.0
6;947192373;0.0;0.0
6;947195973;0.0;0.0
6;947199573;0.0;0.0
6;947203173;0.0;0.0
6;947206773;0.0;0.0
6;947210373;0.0;0.0
6;947213973;0.0;0.0
6;947217573;0.0;0.0
6;947221173;0.0;0.0
6;947224773;0.0;0.0
6;947228373;0.0;0.0
6;947231973;0.0;0.0
6;947235573;0.0;0.0
6;947239173;0.0;0.0
6;947242773;0.0;0.0
6;947246373;0.0;0.0
6;947249973;0.0;0.0
6;947253573;0.0;0.0
6;947257173;0.0;0.0
6;947260773;0.0;0.0
6;947264373;0.0;0.0
6;947267973;0.0;0.0
6;947271573;0.0;0.0
6;947275173;0.0;0.0
6;947278773;0.0;0.0
6;947282373;0.0;0.0
6;947285973;0.0;0.0
6;947289573;0.0;0.0
6;947293173;0.0;0.0
6;947296773;0.0;0.0
6;947300373;0.0;0.0
6;947303973;0.0;0.0
6;947307573;0.0;0.0
6;947311173;0.0;0.0
6;947314773;0.0;0.0
6;947318373;0.0;0.0
6;947321973;0.0;0.0
6;947325573;0.0;0.0
6;947329173;0.0;0.0
6;947332773;0.0;0.0
6;947336373;0.0;0.0
6;947339973;0.0;0.0
6;947343573;0.0;0.0
6;947347173;0.0;0.0
6;947350773;0.0;0.0
6;947354373;0.0;0.0
6;947357973;0.0;0.0
6;947361573;0.0;0.0
6;947365173;0.0;0.0
6;947368773;0.0;0.0
6;947372373;0.0;0.0
6;947375973;0.0;0.0
6;947379573;0.0;0.0
6;947383173;0.0;0.0
6;947386773;0.0;0.0
6;947390373;0.0;0.0
6;947393973;0.0;0.0
6;947397573;0.0;0.0
6;947401173;0.0;0.0
6;947404773;0.0;0.0
6;947408373;0.0;0.0
6;947411973;0.0;0.0
6;947415573;0.0;0.0
6;947419173;0.0;0.0
6;947422773;0.0;0.0
6;947426373;0.0;0.0
6;947429973;0.0;0.0
6;947433573;0.0;0.0
6;947437173;0.0;0.0
6;947440773;0.0;0.0
6;947444373;0.0;0.0
6;947447973;0.0;0.0
6;947451573;0.0;0.0
6;947455173;0.0;0.0
6;947458773;0.0;0.0
6;947462373;0.0;0.0
6;947465973;0.0;0.0
6;947469573;0.0;0.0
6;947473173;0.0;0.0
6;947476773;0.0;0.0
6;947480373;0.0;0.0
6;947483973;0.0;0.0
6;947487573;0.0;0.0
6;947491173;0.0;0.0
6;947494773;0.0;0.0
6;947498373;0.0;0.0
6;947501973;0.0;0.0
6;947505573;0.0;0.0
6;947509173;0.0;0.0
6;947512773;0.0;0.0
6;947516373;0.0;0.0
6;947519973;0.0;0.0
6;947523573;0.0;0.0
6;947527173;0.0;0.0
6;947530773;0.0;0.0
6;947534373;0.0;0.0
6;947537973;0.0;0.0
6;947541573;0.0;0.0
6;947545173;0.0;0.0
6;947548773;0.0;0.0
6;947552373;0.0;0.0
6;947555973;0.0;0.0
6;947559573;0.0;0.0
6;947563173;0.0;0.0
6;947566773;0.0;0.0
6;947570373;0.0;0.0
6;947573973;0.0;0.0
6;947577573;0.0;0.0
6;947581173;0.0;0.0
6;947584773;0.0;0.0
6;947588373;0.0;0.0
6;947591973;0.0;0.0
6;947595573;0.0;0.0
6;947599173;0.0;0.0
6;947602773;0.0;0.0
6;947606373;0.0;0.0
6;947609973;0.0;0.0
6;947613573;0.0;0.0
6;947617173;0.0;0.0
6;947620773;0.0;0.0
6;947624373;0.0;0.0
6;947627973;0.0;0.0
6;947631573;0.0;0.0
6;947635173;0.0;0.0
6;947638773;0.0;0.0
6;947642373;0.0;0.0
6;947645973;0.0;0.0
6;947649573;0.0;0.0
6;947653173;0.0;0.0
6;947656773;0.0;0.0
6;947660373;0.0;0.0
6;947663973;0.0;0.0
6;947667573;0.0;0.0
6;947671173;0.0;0.0
6;947674773;0.0;0.0
6;947678373;0.0;0.0
6;947681973;0.0;0.0
6;947685573;0.0;0.0
6;947689173;0.0;0.0
6;947692773;0.0;0.0
6;947696373;0.0;0.0
6;947699973;0.0;0.0
6;947703573;0.0;0.0
6;947707173;0.0;0.0
6;947710773;0.0;0.0
6;947714373;0.0;0.0
6;947717973;0.0;0.0
6;947721573;0.0;0.0
6;947725173;0.0;0.0
6;947728773;0.0;0.0
6;947732373;0.0;0.0
6;947735973;0.0;0.0
6;947739573;0.0;0.0
6;947743173;0.0;0.0
6;947746773;0.0;0.0
6;947750373;0.0;0.0
6;947753973;0.0;0.0
6;947757573;0.0;0.0
6;947761173;0.0;0.0
6;947764773;0.0;0.0
6;947768373;0.0;0.0
6;947771973;0.0;0.0
6;947775573;0.0;0.0
6;947779173;0.0;0.0
6;947782773;0.0;0.0
6;947786373;0.0;0.0
6;947789973;0.0;0.0
6;947793573;0.0;0.0
6;947797173;0.0;0.0
6;947800773;0.0;0.0
6;947804373;0.0;0.0
6;947807973;0.0;0.0
6;947811573;0.0;0.0
6;947815173;0.0;0.0
6;947818773;0.0;0.0
6;947822373;0.0;0.0
6;947825973;0.0;0.0
6;947829573;0.0;0.0
6;947833173;0.0;0.0
6;947836773;0.0;0.0
6;947840373;0.0;0.0
6;947843973;0.0;0.0
6;947847573;0.0;0.0
6;947851173;0.0;0.0
6;947854773;0.0;0.0
