AgentId;TimeStep;OfferedEnergyInMWH;AwardedEnergyInMWH;EnergyImbalaceInMWH;ReceivedMarketRevenues
2;946231204;;272.5023675697613;0.0;
2;946234799;234.46204129993058;;;
2;946234804;;231.63004129993058;0.0;
2;946238399;227.37880021597425;;;
2;946238404;;224.54680021597426;0.0;
2;946241999;224.46059249971677;;;
2;946242004;;221.62859249971677;0.0;
2;946245599;231.58597585722262;;;
2;946245604;;228.75397585722263;0.0;
2;946249199;232.89843639564074;;;
2;946249204;;230.06643639564075;0.0;
2;946252799;269.2061973032729;;;
2;946252804;;266.3741973032729;0.0;
2;946256399;313.30722931459474;;;
2;946256404;;310.47522931459474;0.0;
2;946259999;314.5905996519358;;;
2;946260004;;311.7585996519358;0.0;
2;946263599;336.8715835844755;;;
2;946263604;;334.0395835844755;0.0;
2;946267199;331.5922432766824;;;
2;946267204;;328.7602432766824;0.0;
2;946270799;335.24437849278945;;;
2;946270804;;332.41237849278946;0.0;
2;946274399;362.7658433605234;;;
2;946274404;;359.9338433605234;0.0;
2;946277999;461.63328652329693;;;
2;946278004;;437.50082601138814;0.0;
2;946281599;591.2492973696749;;;
2;946281604;;453.5341407127419;0.0;
2;946285199;736.9538345764695;;;
2;946285204;;555.1921012166815;0.0;
2;946288799;872.5269789800996;;;
2;946288804;;688.1650990122714;0.0;
2;946292399;969.4591102793923;;;
2;946292404;;771.1356027741826;0.0;
2;946295999;1041.0623458020111;;;
2;946296004;;865.8823064173413;0.0;
2;946299599;982.4324320452946;;;
2;946299604;;851.3237931340548;0.0;
2;946303199;758.9302330844588;;;
2;946303204;;699.0833130747667;0.0;
2;946306799;545.647824070405;;;
2;946306804;;539.8304208980753;0.0;
2;946310399;495.99870924617517;;;
2;946310404;;493.1667092461752;0.0;
2;946313999;613.8462332907459;;;
2;946314004;;611.0142332907459;0.0;
2;946317599;670.6600578807443;;;
2;946317604;;667.8280578807443;0.0;
2;946321199;658.3679881796046;;;
2;946321204;;655.5359881796046;0.0;
2;946324799;680.992987170814;;;
2;946324804;;678.160987170814;0.0;
2;946328399;744.2110121542321;;;
2;946328404;;741.3790121542321;0.0;
2;946331999;682.4140031678463;;;
2;946332004;;679.5820031678463;0.0;
2;946335599;612.6342344773201;;;
2;946335604;;609.8022344773201;0.0;
2;946339199;505.2828486795883;;;
2;946339204;;502.4508486795883;0.0;
2;946342799;386.25399896808295;;;
2;946342804;;383.42199896808296;0.0;
2;946346399;408.27881581522274;;;
2;946346404;;405.44681581522275;0.0;
2;946349999;378.07333382036325;;;
2;946350004;;375.24133382036325;0.0;
2;946353599;279.66706482151744;;;
2;946353604;;276.83506482151745;0.0;
2;946357199;254.57520037769888;;;
2;946357204;;251.74320037769888;0.0;
2;946360799;297.08559297429167;;;
2;946360804;;294.2535929742917;0.0;
2;946364399;350.05569474605045;;;
2;946364404;;332.16336545948536;0.0;
2;946367999;578.7802964087047;;;
2;946368004;;430.7431870050023;0.0;
2;946371599;763.4126550754041;;;
2;946371604;;555.3912549392603;0.0;
2;946375199;882.9161859007726;;;
2;946375204;;673.6674678416014;0.0;
2;946378799;1052.3610906625108;;;
2;946378804;;832.680846277099;0.0;
2;946382399;1133.4027204865843;;;
2;946382404;;937.019375745966;0.0;
2;946385999;1205.5424229757002;;;
2;946386004;;1062.800875513568;0.0;
2;946389599;1236.5192731209795;;;
2;946389604;;1178.6176815561273;0.0;
2;946393199;1324.1461256346674;;;
2;946393204;;1318.130397692673;0.0;
2;946396799;1512.8177241429437;;;
2;946396804;;1509.9857241429436;0.0;
2;946400399;1834.6440920261878;;;
2;946400404;;1831.8120920261877;0.0;
2;946403999;2068.933205405019;;;
2;946404004;;2066.1012054050193;0.0;
2;946407599;2045.9652279086395;;;
2;946407604;;2043.1332279086394;0.0;
2;946411199;2066.693884114477;;;
2;946411204;;2063.861884114477;0.0;
2;946414799;2073.054374427222;;;
2;946414804;;2070.222374427222;0.0;
2;946418399;2043.9478972253135;;;
2;946418404;;2041.1158972253133;0.0;
2;946421999;2000.0997319644791;;;
2;946422004;;1997.267731964479;0.0;
2;946425599;2072.243192058848;;;
2;946425604;;2069.411192058848;0.0;
2;946429199;2067.006165229897;;;
2;946429204;;2064.174165229897;0.0;
2;946432799;2105.248795951645;;;
2;946432804;;2102.4167959516453;0.0;
2;946436399;2516.3900578437133;;;
2;946436404;;2513.5580578437134;0.0;
2;946439999;2893.8189484140385;;;
2;946440004;;2890.9869484140386;0.0;
2;946443599;3117.7494990862165;;;
2;946443604;;3114.9174990862166;0.0;
2;946447199;3269.8161184299356;;;
2;946447204;;3266.9841184299357;0.0;
2;946450799;3418.2425793324437;;;
2;946450804;;3399.134275864986;0.0;
2;946454399;3531.0456448355917;;;
2;946454404;;3436.009483643186;0.0;
2;946457999;3667.1364978992033;;;
2;946458004;;3550.1774859048255;0.0;
2;946461599;3682.9100075172205;;;
2;946461604;;3575.243667039805;0.0;
2;946465199;3678.9613114550784;;;
2;946465204;;3564.0415472713103;0.0;
2;946468799;3690.1134588772584;;;
2;946468804;;3576.0247491542923;0.0;
2;946472399;3655.1753359303902;;;
2;946472404;;3548.673406569313;0.0;
2;946475999;3642.064729904055;;;
2;946476004;;3579.931783104545;0.0;
2;946479599;3619.075001395087;;;
2;946479604;;3610.688103871524;0.0;
2;946483199;3589.6019787916002;;;
2;946483204;;3586.7699787916004;0.0;
2;946486799;3541.2272347738517;;;
2;946486804;;3538.395234773852;0.0;
2;946490399;3570.7976069580513;;;
2;946490404;;3567.9656069580515;0.0;
2;946493999;3533.258960532114;;;
2;946494004;;3530.426960532114;0.0;
2;946497599;3429.39702660215;;;
2;946497604;;3426.5650266021503;0.0;
2;946501199;3442.335114105041;;;
2;946501204;;3439.5031141050413;0.0;
2;946504799;3454.9379776051965;;;
2;946504804;;3452.1059776051966;0.0;
2;946508399;3422.490170303257;;;
2;946508404;;3419.658170303257;0.0;
