AgentId;TimeStep;OfferedEnergyInMWH;AwardedEnergyInMWH;EnergyImbalaceInMWH;ReceivedMarketRevenues
12;599976001;;6197.444445394445;0.0;
12;599979599;6259.6938670340005;;;
12;599979601;;6081.777778822778;0.0;
12;599983199;6612.956929268001;;;
12;599983201;;6438.19999896;0.0;
12;599986799;7617.3367561;;;
12;599986801;;7494.800000777001;0.0;
12;599990399;7943.272551861999;;;
12;599990401;;7790.4000003559995;0.0;
12;599993999;7886.610578444001;;;
12;599994001;;7718.599999206999;0.0;
12;599997599;7926.5389336339995;;;
12;599997601;;7760.200000493;0.0;
12;600001199;7834.6284925340005;;;
12;600001201;;7665.200001840999;0.0;
12;600004799;7682.218272644;;;
12;600004801;;7527.399998756;0.0;
12;600008399;8630.565092906;;;
12;600008401;;8480.999999975;0.0;
12;600011999;10243.865938171999;;;
12;600012001;;9724.000001000002;0.0;
12;600015599;10352.937066312;;;
12;600015601;;9927.000000445001;0.0;
12;600019199;10647.609283234;;;
12;600019201;;10310.000000795;0.0;
12;600022799;11078.360479402;;;
12;600022801;;10635.000000299;0.0;
12;600026399;10969.612544386;;;
12;600026401;;10734.000000683998;0.0;
12;600029999;10600.263258686;;;
12;600030001;;10161.000000675;0.0;
12;600033599;9928.746377906;;;
12;600033601;;9372.00000068;0.0;
12;600037199;8712.978989252;;;
12;600037201;;8154.000000025;0.0;
12;600040799;6995.47467883;;;
12;600040801;;6348.000000815001;0.0;
12;600044399;6355.699423144;;;
12;600044401;;5756.000001005001;0.0;
12;600047999;6065.68691827;;;
12;600048001;;5114.000000624999;0.0;
12;600051599;6004.184918770001;;;
12;600051601;;5146.000000145001;0.0;
12;600055199;6010.936606847999;;;
12;600055201;;5225.000000385001;0.0;
12;600058799;5917.92592102;;;
12;600058801;;5109.000001255;0.0;
12;600062399;5992.672790802;;;
12;600062401;;4982.000000374999;0.0;
12;600065999;5940.414661834;;;
12;600066001;;5793.777777532778;0.0;
12;600069599;6069.1624163960005;;;
12;600069601;;5942.8000007949995;0.0;
12;600073199;6631.889971818;;;
12;600073201;;6458.999998846;0.0;
12;600076799;6899.331651144001;;;
12;600076801;;6718.999999260999;0.0;
12;600080399;7259.013391286;;;
12;600080401;;7087.199998966;0.0;
12;600083999;7262.114464173999;;;
12;600084001;;7008.999998474999;0.0;
12;600087599;6687.562511742;;;
12;600087601;;6171.9999995220005;0.0;
12;600091199;6517.723116192;;;
12;600091201;;5998.999999431;0.0;
12;600094799;6601.657847998;;;
12;600094801;;6109.000001299001;0.0;
12;600098399;6485.545531954001;;;
12;600098401;;5889.999999555001;0.0;
12;600101999;6913.59505846;;;
12;600102001;;6345.999999622001;0.0;
12;600105599;6940.742789336;;;
12;600105601;;6352.000001402;0.0;
12;600109199;7384.756686862;;;
12;600109201;;7086.000000856001;0.0;
12;600112799;7257.340976277999;;;
12;600112801;;6923.000000349;0.0;
12;600116399;6869.723925017999;;;
12;600116401;;6627.000000875001;0.0;
12;600119999;6491.702422394001;;;
12;600120001;;6100.999999329999;0.0;
12;600123599;6371.443293676;;;
12;600123601;;6075.00000039;0.0;
12;600127199;6397.935672582;;;
12;600127201;;6125.999999145;0.0;
12;600130799;5964.918414895999;;;
12;600130801;;4860.999999240001;0.0;
12;600134399;5960.910170958001;;;
12;600134401;;5172.99999905;0.0;
12;600137999;5881.149092226;;;
12;600138001;;5044.9999997800005;0.0;
12;600141599;5735.8959780059995;;;
12;600141601;;4297.999998755;0.0;
12;600145199;5729.635538115999;;;
12;600145201;;4526.000001495;0.0;
12;600148799;5598.626851788;;;
12;600148801;;4014.00000119;0.0;
12;600152399;5487.866215446;;;
12;600152401;;3539.9999999950005;0.0;
12;600155999;5574.371591102;;;
12;600156001;;3541.000000335;0.0;
12;600159599;5768.6446013839995;;;
12;600159601;;4008.0000002160004;0.0;
12;600163199;5803.487667406;;;
12;600163201;;4225.000000073;0.0;
12;600166799;5820.835666628;;;
12;600166801;;5336.000001164;0.0;
12;600170399;6027.59371415;;;
12;600170401;;5505.000000806;0.0;
12;600173999;6020.274339637999;;;
12;600174001;;5304.999999152;0.0;
12;600177599;5814.777142404;;;
12;600177601;;4929.999999987;0.0;
12;600181199;5695.852343826;;;
12;600181201;;3755.000000037;0.0;
12;600184799;5724.835962155999;;;
12;600184801;;4159.000000718;0.0;
12;600188399;5895.5779145999995;;;
12;600188401;;4858.000001140001;0.0;
12;600191999;5948.578840102;;;
12;600192001;;5100.999998331;0.0;
12;600195599;6057.759079752;;;
12;600195601;;5296.999999239;0.0;
12;600199199;6103.256080501999;;;
12;600199201;;5392.000000653999;0.0;
12;600202799;5618.63471882;;;
12;600202801;;4126.999999515;0.0;
12;600206399;5318.602530368;;;
12;600206401;;3101.99999853;0.0;
12;600209999;5619.369149212;;;
12;600210001;;4278.0;0.0;
12;600213599;5514.374032992;;;
12;600213601;;3045.99999962;0.0;
12;600217199;5392.85884029;;;
12;600217201;;2655.9999988150003;0.0;
12;600220799;5272.596712322;;;
12;600220801;;2696.0000010900008;0.0;
12;600224399;5281.34695826;;;
12;600224401;;2843.0000013399995;0.0;
12;600227999;5397.851022744;;;
12;600228001;;3192.00000001;0.0;
12;600231599;5241.343778556;;;
12;600231601;;2714.0000004699996;0.0;
12;600235199;5226.09540115;;;
12;600235201;;2153.000001465;0.0;
12;600238799;5175.5884029;;;
12;600238801;;2401.99999855;0.0;
12;600242399;5267.593155712;;;
12;600242401;;2394.9999995549997;0.0;
12;600245999;5590.547946824;;;
12;600246001;;2838.0000006709997;0.0;
12;600249599;5829.827226238;;;
12;600249601;;3621.000000589;0.0;
12;600253199;6107.039613686;;;
12;600253201;;4126.000000337999;0.0;
12;600256799;5871.707021214001;;;
12;600256801;;3662.0000005619995;0.0;
12;600260399;5738.051145238;;;
12;600260401;;3476.0000013540002;0.0;
12;600263999;5673.470256806;;;
12;600264001;;3589.999999936;0.0;
12;600267599;5698.459923056;;;
12;600267601;;4060.000001841;0.0;
12;600271199;6085.952563860001;;;
12;600271201;;4785.000000152999;0.0;
12;600274799;6077.355022822;;;
12;600274801;;4810.999999521;0.0;
12;600278399;6222.857029487999;;;
12;600278401;;5013.999999625001;0.0;
12;600281999;6325.625663862;;;
12;600282001;;4700.999999145;0.0;
12;600285599;6419.313344185999;;;
12;600285601;;4673.999999564;0.0;
12;600289199;6239.9562409400005;;;
12;600289201;;4314.999999689999;0.0;
12;600292799;6233.701553612;;;
12;600292801;;4350.00000082;0.0;
12;600296399;6154.454487378;;;
12;600296401;;3732.999998635;0.0;
12;600299999;6037.4408023;;;
12;600300001;;3355.0000013549998;0.0;
12;600303599;6164.700734316;;;
12;600303601;;3131.0000000599994;0.0;
12;600307199;6133.939179706;;;
12;600307201;;2752.0000001;0.0;
12;600310799;6113.44435891;;;
12;600310801;;2489.999999785;0.0;
12;600314399;6264.47112222;;;
12;600314401;;2488.9999985249997;0.0;
12;600317999;6334.980677330001;;;
12;600318001;;2332.0000006749997;0.0;
12;600321599;6442.2442474380005;;;
12;600321601;;2595.0000000249997;0.0;
12;600325199;6517.253687578;;;
12;600325201;;3127.0000009200007;0.0;
12;600328799;7017.547069732001;;;
12;600328801;;4599.000000075001;0.0;
12;600332399;7504.5119151;;;
12;600332401;;6772.999999248999;0.0;
12;600335999;7568.528517982;;;
12;600336001;;7319.000000756;0.0;
12;600339599;7671.401224327999;;;
12;600339601;;6716.999999707;0.0;
12;600343199;7599.240415220001;;;
12;600343201;;6587.999998862;0.0;
12;600346799;7613.947657090001;;;
12;600346801;;6613.999998990999;0.0;
12;600350399;7606.880880062;;;
12;600350401;;6107.999998256999;0.0;
12;600353999;7502.958408336;;;
12;600354001;;5724.999999289999;0.0;
12;600357599;7725.348870330001;;;
12;600357601;;6203.999999693;0.0;
12;600361199;7914.163794752;;;
12;600361201;;6512.999999043001;0.0;
12;600364799;7993.8195149;;;
12;600364801;;6623.999999776001;0.0;
12;600368399;8065.901468666;;;
12;600368401;;6688.999998986001;0.0;
12;600371999;7987.725203222;;;
12;600372001;;6596.000000329001;0.0;
12;600375599;7658.364150462001;;;
12;600375601;;6098.000000574999;0.0;
12;600379199;7492.352907274;;;
12;600379201;;5663.99999918;0.0;
12;600382799;7219.064573356;;;
12;600382801;;5687.99999958;0.0;
12;600386399;7423.064769808;;;
12;600386401;;6367.0;0.0;
12;600389999;7374.82007998;;;
12;600390001;;5302.000001425;0.0;
12;600393599;7101.311820044;;;
12;600393601;;5109.999999594999;0.0;
12;600397199;6940.803133716;;;
12;600397201;;4514.99999957;0.0;
12;600400799;7004.80808298;;;
12;600400801;;4632.99999919;0.0;
12;600404399;7024.061885527999;;;
12;600404401;;4596.999998675001;0.0;
12;600407999;7053.570456886;;;
12;600408001;;4933.999999705;0.0;
12;600411599;7176.070587853999;;;
12;600411601;;5513.000000465;0.0;
12;600415199;7611.329012246;;;
12;600415201;;7245.666666721667;0.0;
12;600418799;8250.124459452;;;
12;600418801;;8080.599998402001;0.0;
12;600422399;8059.1290653;;;
12;600422401;;7892.999998853;0.0;
12;600425999;8080.561640735999;;;
12;600426001;;7925.400000083;0.0;
12;600429599;7708.73147409;;;
12;600429601;;7532.600001751;0.0;
12;600433199;7603.172794237999;;;
12;600433201;;6838.000000483;0.0;
12;600436799;7394.424335420001;;;
12;600436801;;6242.000000881;0.0;
12;600440399;7505.266573316;;;
12;600440401;;6199.000001183;0.0;
12;600443999;7461.412279966;;;
12;600444001;;6041.000000631;0.0;
12;600447599;7692.717387376;;;
12;600447601;;6342.999999332;0.0;
12;600451199;7745.036024038;;;
12;600451201;;6252.999998699001;0.0;
12;600454799;7905.634964792;;;
12;600454801;;6589.999999561;0.0;
12;600458399;7803.964697848;;;
12;600458401;;6199.999999624;0.0;
12;600461999;7473.842713322;;;
12;600462001;;5934.00000131;0.0;
12;600465599;7219.565950012;;;
12;600465601;;5409.99999865;0.0;
12;600469199;7116.057821044;;;
12;600469201;;5330.00000093;0.0;
12;600472799;7127.549331168;;;
12;600472801;;6016.999998904999;0.0;
12;600476399;6945.296577856001;;;
12;600476401;;4188.999999535;0.0;
12;600479999;6790.025878529999;;;
12;600480001;;3853.0000001650005;0.0;
12;600483599;6732.022125468;;;
12;600483601;;3722.9999999399997;0.0;
12;600487199;6681.264684828;;;
12;600487201;;3661.0000008399998;0.0;
12;600490799;6714.26688078;;;
12;600490801;;3531.999998575;0.0;
12;600494399;6713.764946764;;;
12;600494401;;5746.999999719999;0.0;
12;600497999;6700.260062984;;;
12;600498001;;6516.3333325483345;0.0;
12;600501599;6860.517011747999;;;
12;600501601;;6676.888889478889;0.0;
12;600505199;7357.830454454;;;
12;600505201;;7180.800000522;0.0;
12;600508799;7502.512210526;;;
12;600508801;;7344.199999450001;0.0;
12;600512399;7470.704652528;;;
12;600512401;;7304.000000611;0.0;
12;600515999;7322.216732608;;;
12;600516001;;7165.000001176;0.0;
12;600519599;7129.898416066;;;
12;600519601;;7004.800000531999;0.0;
12;600523199;7254.845922336;;;
12;600523201;;7092.666667570666;0.0;
12;600526799;7153.838375488;;;
12;600526801;;6990.555556527556;0.0;
12;600530399;7247.82513993;;;
12;600530401;;7102.555555414556;0.0;
12;600533999;7312.722722344;;;
12;600534001;;7139.555554822556;0.0;
12;600537599;7633.516365254;;;
12;600537601;;7496.800000817999;0.0;
12;600541199;7672.019667127999;;;
12;600541201;;7524.999999162999;0.0;
12;600544799;7612.191753084;;;
12;600544801;;7443.599999054;0.0;
12;600548399;7344.32852037;;;
12;600548401;;7161.000000585;0.0;
12;600551999;7169.062770308001;;;
12;600552001;;6455.000000424999;0.0;
12;600555599;6783.0194376399995;;;
12;600555601;;6172.99999889;0.0;
