AgentId;TimeStep;OfferedPowerInMW;AwardedPower
1001;599183999;258.72;
1001;599184001;;0.0
1001;599187599;258.72;
1001;599187601;;0.0
1001;599191199;258.72;
1001;599191201;;0.0
1001;599194799;258.72;
1001;599194801;;0.0
1001;599198399;258.72;
1001;599198401;;0.0
1001;599201999;258.72;
1001;599202001;;0.0
1001;599205599;258.72;
1001;599205601;;0.0
1001;599209199;258.72;
1001;599209201;;0.0
1001;599212799;258.72;
1001;599212801;;0.0
1001;599216399;258.72;
1001;599216401;;0.0
1001;599219999;258.72;
1001;599220001;;0.0
1001;599223599;258.72;
1001;599223601;;0.0
1001;599227199;258.72;
1001;599227201;;0.0
1001;599230799;258.72;
1001;599230801;;0.0
1001;599234399;258.72;
1001;599234401;;0.0
1001;599237999;258.72;
1001;599238001;;0.0
1001;599241599;258.72;
1001;599241601;;0.0
1001;599245199;258.72;
1001;599245201;;0.0
1001;599248799;258.72;
1001;599248801;;0.0
1001;599252399;258.72;
1001;599252401;;0.0
1001;599255999;258.72;
1001;599256001;;0.0
1001;599259599;258.72;
1001;599259601;;0.0
1001;599263199;258.72;
1001;599263201;;0.0
1001;599266799;258.72;
1001;599266801;;0.0
1001;599270399;258.72;
1001;599270401;;0.0
1001;599273999;258.72;
1001;599274001;;0.0
1001;599277599;258.72;
1001;599277601;;0.0
1001;599281199;258.72;
1001;599281201;;0.0
1001;599284799;258.72;
1001;599284801;;0.0
1001;599288399;258.72;
1001;599288401;;0.0
1001;599291999;258.72;
1001;599292001;;0.0
1001;599295599;258.72;
1001;599295601;;0.0
1001;599299199;258.72;
1001;599299201;;0.0
1001;599302799;258.72;
1001;599302801;;0.0
1001;599306399;258.72;
1001;599306401;;0.0
1001;599309999;258.72;
1001;599310001;;0.0
1001;599313599;258.72;
1001;599313601;;0.0
1001;599317199;258.72;
1001;599317201;;0.0
1001;599320799;258.72;
1001;599320801;;0.0
1001;599324399;258.72;
1001;599324401;;0.0
1001;599327999;258.72;
1001;599328001;;0.0
1001;599331599;258.72;
1001;599331601;;0.0
1001;599335199;258.72;
1001;599335201;;0.0
1001;599338799;258.72;
1001;599338801;;0.0
1001;599342399;258.72;
1001;599342401;;0.0
1001;599345999;258.72;
1001;599346001;;0.0
1001;599349599;258.72;
1001;599349601;;0.0
1001;599353199;258.72;
1001;599353201;;0.0
1001;599356799;258.72;
1001;599356801;;0.0
1001;599360399;258.72;
1001;599360401;;0.0
1001;599363999;258.72;
1001;599364001;;0.0
1001;599367599;258.72;
1001;599367601;;0.0
1001;599371199;258.72;
1001;599371201;;0.0
1001;599374799;258.72;
1001;599374801;;0.0
1001;599378399;258.72;
1001;599378401;;0.0
1001;599381999;258.72;
